Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 14:49h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Desenvolvimento Infantil
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER A 1ª CONSULTA PRESENCIAL REALIZADA POR MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA;TER PELO MENOS 09 (NOVE) CONSULTAS PRESENCIAIS OU REMOTAS REALIZADAS POR MÉDICA (O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA;TER PELO MENOS 09 (NOVE) REGISTROS SIMULTÂNEOS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER PELO MENOS 02 (DUAS) VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 (TRINTA) DIAS DE VIDA E A SEGUNDA ATÉ OS 06 (SEIS) MESES DE VIDA;TER VACINAS CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, PNEUMOCÓCICA, REGISTRADAS COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DAS BOAS PRÁTICAS PONTUADAS PARA CADA CRIANÇA COM ATÉ 02 (DOIS) ANOS DE VIDA DURANTE O ACOMPANHAMENTO DO DESENVOLVIMENTO INFANTIL.;Nº TOTAL DE CRIANÇAS COM ATÉ 02 (DOIS) ANOS DE VIDA VINCULADAS À EQUIPE NO PERÍODO;RAZÃO ENTRE O NUMERADOR E DENOMINADOR
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686224";"ESF 60 - IPE AMARELO";"eSF";"18";"14";"3";"35";"16";"1720";"64";"26,90"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442070";"ESF 29 - BEM-TE-VI";"eSF";"13";"21";"18";"66";"47";"3300";"89";"37,10"
"2710986";"UBS PANAMBI E SAO PEDRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441805";"ESF 202 PANAMBI/VILA SAO PEDRO";"eSF";"5";"5";"2";"15";"10";"740";"29";"25,50"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441724";"ESF 31 - IZIDRO PEDROSO";"eSF";"21";"28";"12";"57";"27";"2900";"84";"34,50"
"2711044";"UBS VILA VARGAS ANTONIA MARQUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441848";"ESF 204 - VILA VARGAS";"eSF";"11";"5";"6";"26";"17";"1300";"44";"29,50"
"6822924";"UBS VILA INDIO ENF JACI SILVA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442216";"ESF 43 - VILA INDIO";"eSF";"19";"18";"13";"63";"29";"2840";"95";"29,90"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441767";"ESF 49 - SANTO ANDRE";"eSF";"13";"16";"14";"32";"20";"1900";"56";"33,90"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442135";"ESF 16 - NOVO HORIZONTE";"eSF";"12";"10";"7";"27";"21";"1540";"59";"26,10"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001713728";"ESF 63 - DAS PEDRAS";"eSF";"25";"32";"11";"57";"51";"3520";"120";"29,30"
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441961";"ESF 18 - PARQUE DAS NACOES II";"eSF";"19";"8";"6";"40";"22";"1900";"67";"28,40"
"2710838";"UBS ITAHUM ALTAIR RAMIRES DE SOUZA DONA NEGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441686";"ESF 201 - ITAHUM";"eSF";"9";"21";"17";"20";"31";"1960";"53";"37,00"
"2710897";"UBS VILA ROSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002277727";"EAP 103 - VILA ROSA";"eAP";"1";"10";"10";"2";"46";"3260";"96";"34,00"
"5398800";"UBS CARISMA DR DIVINO ANTONIO LUIZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442100";"ESF 26 - CARISMA";"eSF";"15";"19";"15";"55";"33";"2740";"83";"33,00"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442143";"ESF 38 - NOVO HORIZONTE";"eSF";"19";"28";"14";"70";"42";"3460";"102";"33,90"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623052";"ESF 52 - BEM TE VI";"eSF";"17";"6";"7";"49";"23";"2040";"70";"29,10"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623095";"ESF 53 - DA MATA";"eSF";"9";"24";"6";"51";"43";"2660";"87";"30,60"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442062";"ESF 27 - GIRASSOL";"eSF";"23";"36";"5";"72";"54";"3800";"120";"31,70"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524291";"ESF 21 - CABECEIRA ALEGRE";"eSF";"15";"10";"2";"52";"33";"2240";"79";"28,40"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001620266";"ESF 55 - GUAICURUS";"eSF";"50";"15";"4";"29";"41";"2780";"158";"17,60"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623117";"ESF 54 - ALTOS DO INDAIA";"eSF";"12";"28";"19";"53";"41";"3060";"80";"38,30"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001638572";"EAP 104 - SELETA";"eAP";"0";"0";"0";"0";"6";"260";"7";"37,10"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442208";"ESF 42 - CHACARA DOS CAIUAS";"eSF";"21";"26";"25";"66";"43";"3620";"93";"38,90"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441716";"ESF 30 - IZIDRO PEDROSO";"eSF";"9";"24";"17";"47";"29";"2520";"63";"40,00"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441996";"ESF 13 - CACHOEIRINHA";"eSF";"16";"23";"20";"40";"20";"2380";"60";"39,70"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442127";"ESF 35 - CABECEIRA ALEGRE";"eSF";"11";"9";"0";"48";"26";"1880";"55";"34,20"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441953";"ESF 25 - LAVANDA";"eSF";"29";"24";"7";"74";"34";"3360";"104";"32,30"
"2710811";"UBS INDAPOLIS VEREADOR FREDERICO BERNARDO FRITZ HOLTERMANN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441678";"ESF 203 - INDAPOLIS";"eSF";"5";"4";"3";"23";"10";"900";"27";"33,30"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442003";"ESF 12 - CACHOEIRINHA";"eSF";"15";"28";"28";"56";"41";"3360";"81";"41,50"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442046";"ESF 20 - PARQUE NACOES I";"eSF";"6";"12";"12";"20";"20";"1400";"39";"35,90"
"2711079";"UBS JARDIM PIRATININGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441872";"ESF 24 - PIRATININGA";"eSF";"25";"7";"2";"55";"25";"2280";"82";"27,80"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442054";"ESF 17 - IPE";"eSF";"24";"37";"11";"67";"42";"3620";"109";"33,20"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686208";"ESF 59 - IPE ROSA";"eSF";"8";"10";"3";"29";"25";"1500";"55";"27,30"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442097";"ESF 34 - DO LAGO";"eSF";"11";"29";"10";"45";"35";"2600";"85";"30,60"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441880";"ESF 37 - OURO VERDE";"eSF";"12";"7";"5";"26";"15";"1300";"45";"28,90"
"2711141";"UBS VILA HILDA DR ARCHIDUQUE FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442011";"ESF 28 - VILA HILDA";"eSF";"7";"9";"6";"41";"23";"1720";"53";"32,50"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623087";"ESF 57 - PARQUE DAS NACOES I";"eSF";"13";"14";"11";"24";"40";"2040";"71";"28,70"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524283";"ESF 41 - SELETA";"eSF";"16";"10";"8";"22";"14";"1400";"42";"33,30"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002272342";"EAP 102 - SANTO ANDRE";"eAP";"0";"2";"2";"0";"5";"300";"6";"50,00"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623125";"ESF 58 - CABECEIRA ALEGRE";"eSF";"13";"10";"4";"45";"26";"1960";"65";"30,20"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
