Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:11h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500830 / TRÊS LAGOAS

Filtro:
Indicador: Desenvolvimento Infantil
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER A 1ª CONSULTA PRESENCIAL REALIZADA POR MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA;TER PELO MENOS 09 (NOVE) CONSULTAS PRESENCIAIS OU REMOTAS REALIZADAS POR MÉDICA (O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA;TER PELO MENOS 09 (NOVE) REGISTROS SIMULTÂNEOS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER PELO MENOS 02 (DUAS) VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 (TRINTA) DIAS DE VIDA E A SEGUNDA ATÉ OS 06 (SEIS) MESES DE VIDA;TER VACINAS CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, PNEUMOCÓCICA, REGISTRADAS COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DAS BOAS PRÁTICAS PONTUADAS PARA CADA CRIANÇA COM ATÉ 02 (DOIS) ANOS DE VIDA DURANTE O ACOMPANHAMENTO DO DESENVOLVIMENTO INFANTIL.;Nº TOTAL DE CRIANÇAS COM ATÉ 02 (DOIS) ANOS DE VIDA VINCULADAS À EQUIPE NO PERÍODO;RAZÃO ENTRE O NUMERADOR E DENOMINADOR
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001629573";"USF VILA ALEGRE II";"eSF";"14";"12";"12";"25";"17";"1600";"53";"30,20"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445134";"ESF SANTO ANDRE I";"eSF";"10";"6";"6";"14";"17";"1060";"39";"27,20"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001684434";"ESF NOVO OESTE II";"eSF";"18";"20";"17";"32";"27";"2280";"66";"34,50"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445231";"ESF JARDIM MARISTELA II";"eSF";"20";"22";"27";"41";"28";"2760";"75";"36,80"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445010";"ESF EURIDICE CHAGAS CRUZ I";"eSF";"13";"10";"11";"36";"21";"1820";"57";"31,90"
"2757087";"UNIDADE DE SAUDE DA FAMILIA JUPIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445053";"ESF RURAL JUPIA";"eSF";"5";"4";"4";"13";"8";"680";"18";"37,80"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685465";"ESF JARDIM ATENAS II";"eSF";"18";"26";"9";"48";"28";"2580";"69";"37,40"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445096";"ESF PARANAPUNGA I";"eSF";"15";"14";"5";"37";"28";"1980";"60";"33,00"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445150";"USF VILA ALEGRE I";"eSF";"16";"28";"29";"47";"31";"3020";"73";"41,40"
"2757168";"UNIDADE DE SAUDE DA FAMILIA VILA PILOTO ADRIANA CRISTINA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445193";"VILA PILOTO 2";"eSF";"7";"15";"12";"21";"23";"1560";"44";"35,50"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002302969";"ESF NOVA TRES LAGOAS 2";"eSF";"13";"18";"13";"48";"37";"2580";"86";"30,00"
"2757079";"UNIDADE DE SAUDE DA FAMILIA JOEL NEVES SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691422";"ESF JOEL NEVES II";"eSF";"15";"14";"7";"39";"31";"2120";"64";"33,10"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001639587";"ESF JARDIM ATENAS I";"eSF";"24";"27";"11";"55";"47";"3280";"101";"32,50"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002172224";"EAP VILA ALEGRE I";"eAP";"0";"0";"0";"0";"0";"0";"0";"0,00"
"2757117";"UNIDADE DE SAUDE DA FAMILIA SANTA RITA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445118";"PSF SANTA RITA II";"eSF";"14";"17";"9";"31";"25";"1920";"55";"34,90"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001655841";"ESF NOVO OESTE I";"eSF";"13";"20";"18";"25";"25";"2020";"54";"37,40"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691406";"ESF VILA HARO III";"eSF";"13";"16";"9";"47";"36";"2420";"76";"31,80"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452995";"ESF SANTO ANDRE III";"eSF";"10";"6";"5";"7";"14";"840";"34";"24,70"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445258";"ESF JARDIM MARISTELA I";"eSF";"19";"16";"35";"45";"23";"2760";"66";"41,80"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002308118";"ESF CHACARA ELDORADO II";"eSF";"12";"19";"14";"32";"28";"2100";"53";"39,60"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445169";"ESF VILA HARO I";"eSF";"9";"13";"12";"38";"36";"2160";"62";"34,80"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691708";"ESF PARANAPUNGA III";"eSF";"23";"14";"3";"37";"23";"2000";"63";"31,70"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445045";"ESF NOVA TRES LAGOAS I";"eSF";"15";"17";"10";"26";"37";"2100";"79";"26,60"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445088";"ESF PARANAPUNGA II";"eSF";"10";"9";"3";"21";"13";"1120";"38";"29,50"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445142";"ESF SANTO ANDRE II";"eSF";"6";"7";"8";"21";"18";"1200";"39";"30,80"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002283093";"ESF CHACARA ELDORADO I";"eSF";"23";"24";"19";"58";"35";"3180";"88";"36,10"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445185";"ESF VILA HARO II";"eSF";"12";"9";"2";"34";"22";"1580";"59";"26,80"
"2757060";"UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685597";"ESF INTERLAGOS III";"eSF";"15";"16";"8";"54";"34";"2540";"80";"31,80"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001629581";"ESF EURIDICE CHAGAS CRUZ II";"eSF";"25";"28";"30";"76";"49";"4160";"115";"36,20"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445061";"ESF MIGUEL NUNES I";"eSF";"12";"8";"12";"33";"14";"1580";"44";"35,90"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0002374978";"ESF MIGUEL NUNES III";"eSF";"12";"9";"12";"24";"17";"1480";"55";"26,90"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
