Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 15:40h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: 1ª Consulta Odontológica programada na APS
Competência selecionada: AGO/25
Tipo de Equipe: eSB

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO DE PRIMEIRAS CONSULTAS ODONTOLÓGICAS PROGRAMADAS REALIZADAS;POPULAÇÃO DE PARÂMETRO DA ESF/EAP;PONTUAÇÃO
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729861";"EQUIPE AZUL - ESB";"eSB";"232";"1946";"11,90"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744046";"EQUIPE FLAMBOYANT - ESB";"eSB";"157";"2064";"7,60"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744712";"EQUIPE CPACA - ESB";"eSB";"114";"1188";"9,60"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743589";"EQUIPE VERMELHA - ESB";"eSB";"120";"2578";"4,70"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743627";"EQUIPE AMARELA - ESB";"eSB";"62";"4035";"1,50"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744836";"EQUIPE ARARA AZUL - ESB";"eSB";"123";"2117";"5,80"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753061";"EQUIPE VERMELHA - ESB";"eSB";"124";"1329";"9,30"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743988";"EQUIPE ARARA VERMELHA - ESB";"eSB";"223";"2692";"8,30"
"9983449";"SESAU USF CRISTO REDENTOR DR CARLOS A JURGIELEWCZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001911929";"EQUIPE VITORIA REGIA - ESB";"eSB";"145";"2164";"6,70"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756451";"EQUIPE LARANJA - ESB";"eSB";"262";"2397";"10,90"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753460";"EQUIPE AREA AMARELA - ESB";"eSB";"106";"2037";"5,20"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001731130";"EQUIPE AREA VERMELHA - ESB";"eSB";"103";"1889";"5,50"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730681";"EQUIPE AGUIA - ESB";"eSB";"82";"361";"22,70"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730347";"EQUIPE JOSE ABRAO - ESB";"eSB";"178";"1826";"9,70"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730622";"EQUIPE MARRON - ESB";"eSB";"136";"2066";"6,60"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728423";"EQUIPE GARRA - ESB";"eSB";"225";"2801";"8,00"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750593";"EQUIPE OURO - ESB";"eSB";"205";"2544";"8,10"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729357";"EQUIPE FENIX - ESB";"eSB";"200";"2410";"8,30"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728946";"EQUIPE FENIX - ESB";"eSB";"16";"4031";"0,40"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756419";"EQUIPE VERDE - ESB";"eSB";"322";"2944";"10,90"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750070";"EQUIPE CACTO - ESB";"eSB";"134";"1748";"7,70"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001748556";"EQUIPE VERDE - ESB";"eSB";"47";"1741";"2,70"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744356";"EQUIPE TUIUIU - ESB";"eSB";"203";"2100";"9,70"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002041642";"EQUIPE AZUL - ESB";"eSB";"139";"2424";"5,70"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002160242";"EQUIPE ARARA AZUL - ESB";"eSB";"143";"1678";"8,50"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744623";"EQUIPE UNIAO - ESB";"eSB";"152";"2419";"6,30"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750747";"EQUIPE ROXA - ESB";"eSB";"67";"1384";"4,80"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743538";"EQUIPE VERDE - ESB";"eSB";"108";"2480";"4,40"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755331";"EQUIPE AZUL - ESB";"eSB";"63";"2824";"2,20"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001718185";"EQUIPE IPE ROSA - ESB";"eSB";"204";"2408";"8,50"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743937";"EQUIPE ARARA AZUL - ESB";"eSB";"290";"3326";"8,70"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001754882";"EQUIPE AMARELA - ESB";"eSB";"224";"2238";"10,00"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750585";"EQUIPE ESMERALDA - ESB";"eSB";"65";"3151";"2,10"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744100";"EQUIPE ESTRELA PARK - ESB";"eSB";"139";"1494";"9,30"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001912046";"EQUIPE VIOLETA - ESB";"eSB";"76";"1366";"5,60"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001911872";"EQUIPE ENIR BEZERRA - ESB";"eSB";"95";"1075";"8,80"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744585";"EQUIPE PQ DOS GIRASSOIS - ESB";"eSB";"148";"735";"20,10"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744216";"EQUIPE DOURADA - ESB";"eSB";"40";"1755";"2,30"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747207";"EQUIPE AZUL - ESB";"eSB";"214";"1643";"13,00"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744615";"EQUIPE AROEIRA - ESB";"eSB";"109";"3649";"3,00"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001718878";"EQUIPE IPE AMARELO - ESB";"eSB";"89";"2334";"3,80"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755587";"EQUIPE ASPIRANTE - ESB";"eSB";"52";"1460";"3,60"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756311";"EQUIPE ARARA AZUL - ESB";"eSB";"73";"1355";"5,40"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729896";"EQUIPE ROSA - ESB";"eSB";"190";"2159";"8,80"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750097";"EQUIPE SAO BENEDITO - ESB";"eSB";"191";"2182";"8,80"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750372";"EQUIPE AMARELA - ESB";"eSB";"122";"900";"13,60"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749668";"EQUIPE ORQUIDEA - ESB";"eSB";"163";"2225";"7,30"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744097";"EQUIPE TRES BARRAS - ESB";"eSB";"194";"2838";"6,80"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747800";"EQUIPE FAZENDINHA - ESB";"eSB";"0";"144";"0,00"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001725335";"EQUIPE LIRIO - ESB";"eSB";"258";"2717";"9,50"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001724002";"EQUIPE ROSA - ESB";"eSB";"135";"3055";"4,40"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744135";"EQUIPE LUA - ESB";"eSB";"118";"1547";"7,60"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744801";"EQUIPE GUNTER HANS - ESB";"eSB";"174";"3044";"5,70"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001740687";"EQUIPE SOL - ESB";"eSB";"111";"2823";"3,90"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743716";"EQUIPE FENIX - ESB";"eSB";"269";"2422";"11,10"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747878";"EQUIPE VERMELHA - ESB";"eSB";"182";"2468";"7,40"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749935";"EQUIPE GIRASSOL - ESB";"eSB";"118";"1195";"9,90"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755390";"EQUIPE ROXA - ESB";"eSB";"157";"2574";"6,10"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001745735";"EQUIPE AZUL - ESB";"eSB";"186";"3039";"6,10"
"0021660";"SESAU USF AGUAO MANOEL CORDEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756001";"EQUIPE LEAO - ESB";"eSB";"126";"465";"27,10"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756486";"EQUIPE ACACIA - ESB";"eSB";"17";"767";"2,20"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750488";"EQUIPE VERDE - ESB";"eSB";"121";"1497";"8,10"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755552";"EQUIPE JOAO DE BARRO - ESB";"eSB";"96";"2923";"3,30"
"9013415";"SESAU USF JARDIM PARADISO PEDRO FELIX DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750089";"EQUIPE PARADISO - ESB";"eSB";"280";"2453";"11,40"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730479";"EQUIPE AREA LILAS - ESB";"eSB";"103";"2348";"4,40"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728458";"EQUIPE FORCA E GRACA - ESB";"eSB";"297";"1994";"14,90"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756249";"EQUIPE IPE ROXO - ESB";"eSB";"62";"1573";"3,90"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001734679";"EQUIPE ROSA - ESB";"eSB";"179";"1983";"9,00"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755838";"EQUIPE AZUL - ESB";"eSB";"95";"1714";"5,50"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729705";"EQUIPE YPE ROSA - ESB";"eSB";"123";"2242";"5,50"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728857";"EQUIPE TAQUARI - ESB";"eSB";"162";"2100";"7,70"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744089";"EQUIPE ESTRELA ESB";"eSB";"215";"1471";"14,60"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743791";"EQUIPE VIDA NOVA - ESB";"eSB";"250";"2880";"8,70"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001748688";"EQUIPE SEMINARIO - ESB";"eSB";"222";"4220";"5,30"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729780";"EQUIPE SONIA REGINA - ESB";"eSB";"176";"1283";"13,70"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743554";"EQUIPE VERMELHA - ESB";"eSB";"193";"1662";"11,60"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001727362";"EQUIPE AZUL - ESB";"eSB";"147";"2843";"5,20"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001723715";"EQUIPE CARVALHO CENTRO - ESB";"eSB";"111";"1561";"7,10"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744755";"EQUIPE EGITO - ESB";"eSB";"258";"2321";"11,10"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750518";"EQUIPE AZUL - ESB";"eSB";"110";"1296";"8,50"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744879";"EQUIPE AGUIA - ESB";"eSB";"119";"1334";"8,90"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755285";"EQUIPE VERDE - ESB";"eSB";"24";"2674";"0,90"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001754750";"EQUIPE 0130 - ESB";"eSB";"246";"1930";"12,70"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0002164531";"EQUIPE CERRADO - ESB";"eSB";"203";"2590";"7,80"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756257";"EQUIPE POR DO SOL - ESB";"eSB";"87";"1827";"4,80"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755129";"EQUIPE JOAO DE BARRO - ESB";"eSB";"88";"2500";"3,50"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753347";"EQUIPE VERDE - ESB";"eSB";"311";"2581";"12,00"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730703";"EQUIPE AMARELO - ESB";"eSB";"142";"1797";"7,90"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753509";"EQUIPE PARATI - ESB";"eSB";"374";"3144";"11,90"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744038";"EQUIPE IPE AMARELO - ESB";"eSB";"299";"4490";"6,70"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744313";"EQUIPE GIRASSOL - ESB";"eSB";"187";"1738";"10,80"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743740";"EQUIPE GIRASSOL - ESB";"eSB";"203";"2734";"7,40"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744399";"EQUIPE POETA - ESB";"eSB";"204";"2240";"9,10"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743732";"EQUIPE AGUIA - ESB";"eSB";"321";"1667";"19,30"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744666";"EQUIPE CAMPINA VERDE - ESB";"eSB";"207";"2429";"8,50"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755250";"EQUIPE MORENA - ESB";"eSB";"141";"2002";"7,00"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750429";"EQUIPE AZUL - ESB";"eSB";"134";"2028";"6,60"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744429";"EQUIPE JACQUES - ESB";"eSB";"76";"1863";"4,10"
