Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:52h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500660 / PONTA PORÃ

Filtro:
Indicador: Cuidado com a Gestante e Puérpera
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
"9075062";"UNIDADE BASICA DE SAUDE ENFERMEIRA ELIZA MEDINA BARRETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001635379";"EQUIPE SAO RAFAEL";"eSF";"46";"15";"20";"13";"28";"25";"35";"2";"14";"11";"47";"2350";"49";"47,96"
"9042849";"UNIDADE BASICA DE SAUDE DR JOSE ISSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000443972";"ESF- JOSE ISSA";"eSF";"35";"11";"15";"6";"31";"20";"31";"7";"9";"10";"31";"1889";"49";"38,55"
"2651572";"UNIDADE BASICA DE SAUDE NEUSA MARIA PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000443980";"ESF-JARDIM VITORIA";"eSF";"50";"19";"22";"0";"48";"34";"46";"2";"11";"14";"48";"2696";"61";"44,20"
"5971918";"UNIDADE BASICA DE SAUDE ANDERSON LUIZ MONTEIRO GODOY";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444057";"ESF - VILA AUREA";"eSF";"51";"22";"26";"24";"43";"31";"46";"6";"5";"18";"42";"2877";"61";"47,16"
"2651564";"CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002225921";"ESF - CIS I";"eSF";"7";"2";"2";"0";"4";"3";"7";"0";"3";"2";"5";"322";"10";"32,20"
"5683238";"UNIDADE BASICA DE SAUDE ROSANGELA PEREIRA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444014";"ESF- ITAMARATI";"eSF";"26";"14";"19";"10";"13";"16";"26";"9";"7";"5";"18";"1493";"29";"51,48"
"5870178";"UNIDADE BASICA DE SAUDE DR NERY ALVES DE AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444022";"ESF - MARAMBAIA";"eSF";"30";"12";"14";"13";"17";"16";"30";"0";"8";"4";"22";"1524";"31";"49,16"
"5911192";"UNIDADE BASICA DE SAUDE DR PEDRO MONTEIRO DE ALMEIDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444030";"ESF- JARDIM AEROPORTO";"eSF";"35";"15";"17";"1";"26";"23";"22";"8";"7";"3";"10";"1538";"41";"37,51"
"2361019";"UNIDADE BASICA DE SAUDE AUDELINA DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001534106";"EQUIPE CABECEIRA DO APA";"eSF";"12";"8";"8";"8";"9";"4";"12";"2";"5";"5";"12";"777";"16";"48,56"
"6384587";"UNIDADE BASICA DE SAUDE DR CARLOS AUGUSTO PISSINI SOBREIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444081";"CARLOS AUGUSTO PISSINI";"eSF";"20";"8";"11";"10";"14";"11";"10";"5";"6";"6";"15";"1064";"21";"50,67"
"2651564";"CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002225948";"ESF - CIS II";"eSF";"16";"4";"4";"1";"8";"10";"14";"1";"4";"4";"10";"700";"21";"33,33"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
