Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:37h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Cuidado com a Gestante e Puérpera
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
"3768074";"UBS VILA VIEIRA AUX ENF ELIS RENY DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442089";"ESF 33 - VILA VIEIRA";"eSF";"22";"7";"10";"2";"20";"10";"19";"1";"5";"6";"16";"1084";"27";"40,15"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441937";"ESF 23 - HORTELA";"eSF";"32";"15";"14";"3";"29";"21";"24";"5";"9";"9";"30";"1751";"38";"46,08"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001624822";"ESF 56 - GUAICURUS";"eSF";"17";"11";"11";"9";"10";"12";"14";"9";"6";"3";"10";"1025";"18";"56,94"
"2711052";"UBS CUIABAZINHO FREI HUGOLINO BECKER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441856";"ESF 15 - CUIABAZINHO";"eSF";"12";"3";"7";"3";"14";"10";"10";"6";"2";"4";"14";"777";"17";"45,71"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441732";"ESF 32 - IZIDRO PEDROSO";"eSF";"8";"3";"4";"1";"12";"7";"7";"0";"4";"5";"7";"530";"12";"44,17"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686232";"ESF 61 - IPE BRANCO";"eSF";"32";"11";"9";"4";"27";"20";"28";"9";"3";"13";"22";"1634";"41";"39,85"
"2710889";"UBS CSU DR LEON TOLSTOI RODRIGUES DE LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441775";"ESF 48 - CSU";"eSF";"20";"10";"11";"10";"19";"15";"19";"4";"8";"6";"18";"1280";"26";"49,23"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441899";"ESF 36 - OURO VERDE";"eSF";"29";"12";"11";"10";"23";"9";"25";"2";"9";"9";"11";"1379";"31";"44,48"
"2710854";"UBS IV PLANO DR JULVIS ARRUDA MATOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441694";"ESF 45 - 4º PLANO";"eSF";"16";"4";"6";"5";"10";"8";"16";"5";"1";"2";"10";"763";"18";"42,39"
"6943551";"UBS CAMPO DOURADO ACS MARTA SIQUEIRA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442224";"ESF 44 - CAMPO DOURADO";"eSF";"34";"17";"16";"16";"16";"22";"31";"1";"15";"7";"21";"1798";"37";"48,59"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686224";"ESF 60 - IPE AMARELO";"eSF";"28";"8";"10";"5";"14";"11";"24";"6";"8";"9";"21";"1324";"29";"45,66"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442070";"ESF 29 - BEM-TE-VI";"eSF";"26";"14";"15";"14";"21";"13";"22";"0";"3";"8";"11";"1349";"26";"51,88"
"2710986";"UBS PANAMBI E SAO PEDRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441805";"ESF 202 PANAMBI/VILA SAO PEDRO";"eSF";"6";"5";"6";"4";"6";"6";"5";"0";"4";"1";"4";"429";"7";"61,29"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441724";"ESF 31 - IZIDRO PEDROSO";"eSF";"30";"11";"13";"9";"24";"17";"11";"1";"10";"11";"16";"1407";"35";"40,20"
"2711044";"UBS VILA VARGAS ANTONIA MARQUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441848";"ESF 204 - VILA VARGAS";"eSF";"16";"7";"7";"8";"12";"11";"12";"0";"1";"5";"12";"835";"16";"52,19"
"6822924";"UBS VILA INDIO ENF JACI SILVA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442216";"ESF 43 - VILA INDIO";"eSF";"26";"13";"14";"14";"25";"19";"25";"5";"8";"7";"28";"1682";"32";"52,56"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441767";"ESF 49 - SANTO ANDRE";"eSF";"17";"12";"13";"13";"13";"17";"16";"1";"5";"6";"11";"1133";"22";"51,50"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442135";"ESF 16 - NOVO HORIZONTE";"eSF";"12";"9";"8";"5";"12";"9";"8";"1";"5";"5";"9";"759";"14";"54,21"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001713728";"ESF 63 - DAS PEDRAS";"eSF";"43";"18";"19";"0";"31";"21";"25";"0";"5";"13";"24";"1834";"50";"36,68"
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441961";"ESF 18 - PARQUE DAS NACOES II";"eSF";"24";"7";"14";"10";"18";"14";"22";"4";"4";"8";"13";"1266";"27";"46,89"
"2710838";"UBS ITAHUM ALTAIR RAMIRES DE SOUZA DONA NEGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441686";"ESF 201 - ITAHUM";"eSF";"17";"4";"6";"7";"7";"6";"16";"1";"4";"2";"16";"791";"18";"43,94"
"2710897";"UBS VILA ROSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002277727";"EAP 103 - VILA ROSA";"eAP";"27";"5";"9";"7";"2";"13";"23";"1";"1";"1";"10";"1395";"28";"49,82"
"5398800";"UBS CARISMA DR DIVINO ANTONIO LUIZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442100";"ESF 26 - CARISMA";"eSF";"31";"12";"11";"9";"22";"11";"27";"1";"2";"14";"5";"1336";"34";"39,29"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442143";"ESF 38 - NOVO HORIZONTE";"eSF";"37";"17";"19";"19";"22";"23";"17";"3";"9";"10";"16";"1765";"42";"42,02"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623052";"ESF 52 - BEM TE VI";"eSF";"26";"5";"9";"9";"19";"19";"21";"2";"6";"7";"10";"1223";"31";"39,45"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623095";"ESF 53 - DA MATA";"eSF";"26";"10";"10";"6";"19";"13";"20";"8";"5";"8";"23";"1358";"31";"43,81"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442062";"ESF 27 - GIRASSOL";"eSF";"42";"23";"17";"1";"35";"19";"23";"14";"4";"14";"34";"2076";"46";"45,13"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524291";"ESF 21 - CABECEIRA ALEGRE";"eSF";"28";"9";"10";"5";"21";"9";"24";"3";"8";"6";"20";"1315";"31";"42,42"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001620266";"ESF 55 - GUAICURUS";"eSF";"19";"7";"8";"7";"11";"11";"9";"7";"5";"3";"8";"874";"23";"38,00"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623117";"ESF 54 - ALTOS DO INDAIA";"eSF";"22";"11";"11";"10";"18";"17";"22";"3";"7";"8";"21";"1372";"27";"50,81"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001638572";"EAP 104 - SELETA";"eAP";"3";"1";"1";"1";"1";"1";"2";"0";"0";"0";"0";"138";"3";"46,00"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442208";"ESF 42 - CHACARA DOS CAIUAS";"eSF";"28";"13";"14";"13";"25";"20";"22";"0";"11";"10";"23";"1639";"33";"49,67"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441716";"ESF 30 - IZIDRO PEDROSO";"eSF";"12";"10";"10";"3";"12";"8";"12";"0";"3";"5";"11";"786";"14";"56,14"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441996";"ESF 13 - CACHOEIRINHA";"eSF";"22";"11";"12";"11";"21";"10";"21";"1";"9";"8";"23";"1363";"25";"54,52"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442127";"ESF 35 - CABECEIRA ALEGRE";"eSF";"21";"5";"12";"5";"17";"5";"7";"2";"6";"5";"9";"867";"23";"37,70"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441953";"ESF 25 - LAVANDA";"eSF";"37";"20";"18";"5";"36";"22";"25";"13";"7";"18";"39";"2197";"47";"46,74"
"2710811";"UBS INDAPOLIS VEREADOR FREDERICO BERNARDO FRITZ HOLTERMANN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441678";"ESF 203 - INDAPOLIS";"eSF";"7";"3";"1";"1";"5";"3";"6";"0";"1";"2";"4";"304";"7";"43,43"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442003";"ESF 12 - CACHOEIRINHA";"eSF";"26";"13";"14";"14";"23";"16";"25";"0";"6";"10";"22";"1547";"29";"53,34"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442046";"ESF 20 - PARQUE NACOES I";"eSF";"18";"10";"10";"11";"8";"9";"17";"2";"6";"2";"12";"963";"18";"53,50"
"2711079";"UBS JARDIM PIRATININGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441872";"ESF 24 - PIRATININGA";"eSF";"34";"14";"17";"3";"27";"20";"27";"6";"13";"6";"7";"1600";"41";"39,02"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442054";"ESF 17 - IPE";"eSF";"31";"18";"19";"6";"31";"22";"15";"7";"4";"9";"29";"1750";"38";"46,05"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686208";"ESF 59 - IPE ROSA";"eSF";"33";"11";"12";"2";"15";"15";"30";"13";"8";"5";"21";"1518";"34";"44,65"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442097";"ESF 34 - DO LAGO";"eSF";"37";"14";"11";"4";"18";"17";"28";"5";"6";"5";"27";"1585";"43";"36,86"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441880";"ESF 37 - OURO VERDE";"eSF";"14";"5";"5";"4";"7";"7";"12";"1";"4";"2";"4";"599";"15";"39,93"
"2711141";"UBS VILA HILDA DR ARCHIDUQUE FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442011";"ESF 28 - VILA HILDA";"eSF";"21";"6";"8";"7";"19";"10";"19";"5";"4";"6";"11";"1065";"22";"48,41"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623087";"ESF 57 - PARQUE DAS NACOES I";"eSF";"26";"10";"16";"16";"14";"15";"25";"3";"6";"4";"19";"1412";"29";"48,69"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524283";"ESF 41 - SELETA";"eSF";"14";"6";"7";"6";"9";"10";"10";"2";"5";"3";"3";"689";"17";"40,53"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002272342";"EAP 102 - SANTO ANDRE";"eAP";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623125";"ESF 58 - CABECEIRA ALEGRE";"eSF";"23";"8";"10";"9";"19";"12";"22";"5";"5";"3";"20";"1247";"27";"46,19"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
