Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:31h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado com a Gestante e Puérpera
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439673";"EQUIPE TAQUARI";"eSF";"7";"2";"4";"2";"3";"2";"6";"1";"2";"1";"0";"277";"9";"30,78"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001572628";"EQUIPE PRATA";"eSF";"11";"4";"3";"0";"8";"7";"8";"3";"3";"2";"6";"506";"11";"46,00"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439436";"EQUIPE GIRASSOL";"eSF";"18";"5";"5";"5";"9";"10";"15";"6";"6";"3";"11";"855";"25";"34,20"
"9983449";"SESAU USF CRISTO REDENTOR DR CARLOS A JURGIELEWCZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001697544";"EQUIPE HORTENSIA";"eSF";"14";"6";"5";"4";"4";"5";"10";"5";"1";"2";"7";"581";"15";"38,73"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440647";"EQUIPE GUNTER HANS";"eSF";"12";"6";"3";"2";"10";"8";"10";"6";"3";"3";"11";"678";"13";"52,15"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707892";"EQUIPE MARIA JOSE DE FREITAS";"eSF";"8";"1";"2";"0";"2";"4";"6";"2";"0";"1";"7";"305";"8";"38,13"
"9983449";"SESAU USF CRISTO REDENTOR DR CARLOS A JURGIELEWCZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717367";"EQUIPE GIRASSOL";"eSF";"3";"1";"1";"1";"1";"3";"3";"1";"0";"1";"2";"156";"5";"31,20"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440094";"EQUIPE VERMELHA";"eSF";"23";"7";"13";"4";"12";"16";"18";"5";"6";"3";"11";"1085";"26";"41,73"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439665";"EQUIPE FORMOSO";"eSF";"14";"8";"9";"9";"9";"12";"9";"7";"5";"3";"10";"869";"18";"48,28"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439541";"EQUIPE GIRASSOL";"eSF";"18";"4";"7";"3";"6";"10";"15";"5";"2";"0";"12";"756";"20";"37,80"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439789";"EQUIPE FLAMBOYANT";"eSF";"6";"0";"2";"0";"2";"5";"5";"2";"1";"1";"4";"258";"6";"43,00"
"0301825";"SESAU USF AERO RANCHO GRANJA DRA REGIA JUSSARA F DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002127342";"EQUIPE ALPHA";"eSF";"31";"14";"19";"14";"23";"21";"27";"17";"7";"6";"27";"1885";"40";"47,13"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439304";"EQUIPE JOAO DE BARRO";"eSF";"14";"9";"12";"8";"7";"10";"11";"10";"2";"5";"15";"941";"19";"49,53"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440558";"EQUIPE ANACHE";"eSF";"25";"7";"8";"3";"7";"20";"23";"13";"5";"1";"9";"1114";"31";"35,94"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440434";"EQUIPE IPE BRANCO";"eSF";"22";"14";"14";"11";"18";"16";"4";"5";"6";"3";"14";"1165";"26";"44,81"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440310";"EQUIPE AZUL";"eSF";"22";"9";"13";"8";"13";"16";"20";"9";"8";"2";"13";"1219";"27";"45,15"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482483";"EQUIPE VERDE";"eSF";"5";"1";"3";"1";"2";"3";"4";"1";"1";"1";"3";"230";"6";"38,33"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439452";"EQUIPE FENIX";"eSF";"14";"3";"6";"3";"6";"9";"10";"1";"4";"1";"7";"590";"17";"34,71"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439576";"EQUIPE LARANJA";"eSF";"5";"0";"1";"0";"3";"4";"2";"1";"1";"1";"3";"194";"7";"27,71"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001572601";"EQUIPE ARARA VERMELHA";"eSF";"53";"20";"21";"3";"13";"26";"47";"22";"13";"2";"36";"2357";"63";"37,41"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439339";"EQUIPE VERMELHA";"eSF";"12";"3";"3";"3";"7";"3";"9";"4";"0";"2";"10";"516";"12";"43,00"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439215";"EQUIPE VERMELHA";"eSF";"7";"1";"3";"1";"2";"5";"5";"2";"1";"0";"5";"295";"9";"32,78"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717375";"EQUIPE ENIR BEZERRA";"eSF";"10";"5";"4";"4";"8";"9";"9";"7";"2";"0";"8";"604";"13";"46,46"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001672924";"EQUIPE RUBI";"eSF";"42";"18";"15";"1";"25";"21";"38";"15";"10";"10";"22";"1995";"47";"42,45"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706543";"EQUIPE GIRASSOL";"eSF";"17";"5";"5";"5";"10";"7";"16";"6";"2";"5";"12";"827";"18";"45,94"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440426";"EQUIPE IPE ROSA";"eSF";"36";"11";"14";"11";"21";"17";"2";"2";"7";"5";"22";"1368";"38";"36,00"
"9013415";"SESAU USF JARDIM PARADISO PEDRO FELIX DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001678469";"EQUIPE SAO FRANCISCO";"eSF";"11";"8";"7";"6";"5";"7";"11";"4";"4";"2";"10";"686";"13";"52,77"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482378";"EQUIPE SAO TOME";"eSF";"11";"6";"6";"5";"9";"8";"10";"5";"3";"0";"10";"668";"15";"44,53"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440663";"EQUIPE DINAMARCA";"eSF";"27";"12";"13";"7";"16";"14";"21";"13";"4";"4";"24";"1422";"30";"47,40"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439320";"EQUIPE VERDE";"eSF";"23";"4";"4";"4";"13";"8";"19";"3";"6";"4";"12";"923";"25";"36,92"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439681";"EQUIPE FENIX";"eSF";"21";"7";"8";"7";"14";"14";"18";"10";"0";"4";"11";"1047";"26";"40,27"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439444";"EQUIPE ORQUIDEA";"eSF";"30";"11";"13";"11";"15";"18";"22";"8";"9";"7";"11";"1425";"33";"43,18"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717383";"EQUIPE GIRASSOL";"eSF";"15";"8";"8";"9";"13";"13";"14";"15";"6";"8";"10";"1086";"20";"54,30"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644408";"EQUIPE LUMIAR";"eSF";"15";"4";"4";"5";"6";"8";"14";"1";"2";"1";"3";"582";"18";"32,33"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644769";"EQUIPE 183";"eSF";"12";"9";"6";"9";"6";"8";"12";"7";"3";"2";"8";"750";"13";"57,69"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439207";"EQUIPE AZUL";"eSF";"16";"1";"1";"0";"8";"10";"12";"2";"3";"1";"1";"511";"19";"26,89"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439568";"EQUIPE VERDE";"eSF";"10";"6";"6";"4";"11";"8";"4";"5";"6";"4";"11";"685";"15";"45,67"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252171";"EQUIPE GIRASSOL";"eSF";"30";"11";"8";"1";"20";"15";"30";"11";"6";"9";"24";"1515";"33";"45,91"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644521";"EQUIPE AZUL";"eSF";"10";"1";"3";"2";"4";"5";"7";"0";"4";"4";"5";"415";"11";"37,73"
"0021660";"SESAU USF AGUAO MANOEL CORDEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001478400";"EQUIPE LEAO";"eSF";"6";"3";"4";"2";"2";"2";"4";"2";"1";"1";"5";"294";"6";"49,00"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343347";"EQUIPE VERMELHA EAP 02";"eAP";"3";"1";"1";"1";"2";"2";"1";"0";"2";"1";"1";"183";"4";"45,75"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482467";"EQUIPE TULIPA";"eSF";"17";"5";"4";"4";"8";"8";"14";"3";"6";"3";"11";"764";"20";"38,20"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439509";"EQUIPE LIRIO";"eSF";"22";"8";"8";"5";"5";"11";"18";"8";"5";"4";"11";"967";"24";"40,29"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440736";"EQUIPE AREA AMARELA";"eSF";"26";"8";"10";"9";"9";"13";"23";"3";"3";"4";"16";"1142";"26";"43,92"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440612";"EQUIPE AZUL";"eSF";"17";"4";"5";"4";"8";"8";"13";"5";"4";"2";"6";"701";"19";"36,89"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440299";"EQUIPE AMARELO";"eSF";"9";"5";"5";"5";"3";"8";"7";"5";"3";"1";"5";"513";"10";"51,30"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674218";"EQUIPE VERDE";"eSF";"26";"6";"12";"8";"12";"13";"21";"8";"10";"7";"12";"1241";"29";"42,79"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440183";"EQUIPE MARRON";"eSF";"17";"9";"9";"1";"11";"8";"11";"4";"4";"3";"10";"800";"19";"42,11"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439193";"EQUIPE VERMELHA";"eSF";"27";"7";"11";"7";"9";"17";"27";"2";"4";"3";"12";"1161";"30";"38,70"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686798";"EQUIPE ROSA";"eSF";"31";"13";"15";"16";"16";"16";"29";"12";"4";"3";"18";"1588";"35";"45,37"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439991";"EQUIPE ACQUA";"eSF";"14";"6";"7";"6";"9";"11";"13";"6";"4";"3";"15";"860";"17";"50,59"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644513";"EQUIPE JACQUES";"eSF";"21";"10";"10";"10";"12";"11";"14";"4";"4";"5";"15";"1065";"22";"48,41"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439878";"EQUIPE VERDE";"eSF";"9";"0";"1";"0";"4";"6";"7";"2";"3";"0";"5";"342";"14";"24,43"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439754";"EQUIPE IPE";"eSF";"30";"12";"11";"10";"21";"19";"25";"12";"13";"5";"9";"1533";"37";"41,43"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439738";"EQUIPE AROEIRA";"eSF";"32";"13";"14";"9";"18";"17";"30";"10";"6";"7";"13";"1553";"36";"43,14"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440604";"EQUIPE VERMELHA";"eSF";"19";"7";"9";"7";"13";"10";"10";"5";"4";"6";"11";"928";"23";"40,35"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440167";"EQUIPE AZUL";"eSF";"15";"3";"7";"1";"4";"6";"10";"2";"0";"0";"9";"528";"16";"33,00"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440051";"EQUIPE FLORES DO CERRADO";"eSF";"33";"18";"20";"10";"25";"22";"29";"17";"8";"8";"38";"2085";"43";"48,49"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440175";"EQUIPE VERMELHA";"eSF";"13";"4";"5";"0";"6";"3";"13";"3";"1";"1";"10";"544";"15";"36,27"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439061";"EQUIPE PITANGUEIRA";"eSF";"19";"7";"10";"0";"17";"12";"15";"2";"6";"7";"15";"1009";"26";"38,81"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439185";"EQUIPE PANDA";"eSF";"10";"3";"5";"4";"5";"6";"10";"2";"1";"2";"6";"496";"10";"49,60"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001672274";"EQUIPE AZUL";"eSF";"11";"2";"4";"4";"4";"6";"6";"3";"0";"2";"5";"434";"13";"33,38"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439983";"EQUIPE TUIUIU";"eSF";"14";"6";"6";"5";"10";"7";"11";"6";"6";"5";"13";"815";"15";"54,33"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001557955";"EQUIPE AZUL";"eSF";"23";"5";"6";"6";"14";"10";"17";"0";"4";"4";"15";"959";"23";"41,70"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644505";"EQUIPE FOGO";"eSF";"19";"5";"4";"4";"9";"9";"17";"4";"4";"0";"8";"766";"23";"33,30"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439746";"EQUIPE JACARANDA";"eSF";"41";"12";"12";"8";"17";"24";"34";"7";"8";"7";"6";"1625";"44";"36,93"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001605178";"EQUIPE FAZENDINHA";"eSF";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"82";"1";"82,00"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644742";"EQUIPE DETERMINACAO";"eSF";"5";"2";"3";"3";"6";"4";"4";"2";"3";"3";"2";"338";"6";"56,33"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439649";"EQUIPE CAMPINA VERDE";"eSF";"19";"8";"8";"5";"7";"8";"18";"6";"1";"5";"15";"919";"20";"45,95"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482688";"EQUIPE ALFA";"eSF";"24";"10";"11";"8";"22";"17";"19";"9";"7";"9";"7";"1311";"26";"50,42"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440515";"EQUIPE SEMINARIO";"eSF";"26";"11";"13";"8";"17";"21";"20";"10";"10";"5";"17";"1448";"33";"43,88"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440752";"EQUIPE AZUL";"eSF";"7";"1";"1";"1";"2";"3";"6";"1";"1";"0";"2";"232";"8";"29,00"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001508326";"EQUIPE AMARELO";"eSF";"32";"14";"17";"12";"20";"15";"29";"14";"12";"7";"20";"1760";"38";"46,32"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440078";"EQUIPE BEIJA FLOR";"eSF";"40";"16";"20";"12";"22";"22";"33";"18";"10";"9";"30";"2128";"51";"41,73"
