Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 14 de outubro de 2025 - 15:21h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Escovação Supervisionada na APS
Competência selecionada: AGO/25
Tipo de Equipe: eSB

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO DE PESSOAS CONTEMPLADAS NA AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA;NÚMERO TOTAL DE PESSOAS CADASTRADAS NA EQUIPE DE VINCULADA;PONTUAÇÃO
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001718185";"EQUIPE IPE ROSA - ESB";"eSB";"0";"306";"0,00"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743937";"EQUIPE ARARA AZUL - ESB";"eSB";"0";"465";"0,00"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001754882";"EQUIPE AMARELA - ESB";"eSB";"0";"220";"0,00"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750585";"EQUIPE ESMERALDA - ESB";"eSB";"0";"398";"0,00"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744100";"EQUIPE ESTRELA PARK - ESB";"eSB";"0";"113";"0,00"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001912046";"EQUIPE VIOLETA - ESB";"eSB";"0";"183";"0,00"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001911872";"EQUIPE ENIR BEZERRA - ESB";"eSB";"23";"73";"31,50"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744585";"EQUIPE PQ DOS GIRASSOIS - ESB";"eSB";"0";"65";"0,00"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744216";"EQUIPE DOURADA - ESB";"eSB";"61";"200";"30,50"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747207";"EQUIPE AZUL - ESB";"eSB";"0";"169";"0,00"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744615";"EQUIPE AROEIRA - ESB";"eSB";"0";"341";"0,00"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001718878";"EQUIPE IPE AMARELO - ESB";"eSB";"0";"243";"0,00"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755587";"EQUIPE ASPIRANTE - ESB";"eSB";"0";"193";"0,00"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756311";"EQUIPE ARARA AZUL - ESB";"eSB";"19";"159";"11,90"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729896";"EQUIPE ROSA - ESB";"eSB";"100";"241";"41,50"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750097";"EQUIPE SAO BENEDITO - ESB";"eSB";"0";"194";"0,00"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750372";"EQUIPE AMARELA - ESB";"eSB";"0";"87";"0,00"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749668";"EQUIPE ORQUIDEA - ESB";"eSB";"0";"310";"0,00"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744097";"EQUIPE TRES BARRAS - ESB";"eSB";"0";"263";"0,00"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747800";"EQUIPE FAZENDINHA - ESB";"eSB";"48";"17";"282,40"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001725335";"EQUIPE LIRIO - ESB";"eSB";"1";"254";"0,40"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001724002";"EQUIPE ROSA - ESB";"eSB";"96";"355";"27,00"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744135";"EQUIPE LUA - ESB";"eSB";"0";"107";"0,00"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744801";"EQUIPE GUNTER HANS - ESB";"eSB";"0";"290";"0,00"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001740687";"EQUIPE SOL - ESB";"eSB";"4";"352";"1,10"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743716";"EQUIPE FENIX - ESB";"eSB";"0";"273";"0,00"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747878";"EQUIPE VERMELHA - ESB";"eSB";"0";"251";"0,00"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749935";"EQUIPE GIRASSOL - ESB";"eSB";"2";"134";"1,50"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755390";"EQUIPE ROXA - ESB";"eSB";"0";"355";"0,00"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001745735";"EQUIPE AZUL - ESB";"eSB";"21";"365";"5,80"
"0021660";"SESAU USF AGUAO MANOEL CORDEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756001";"EQUIPE LEAO - ESB";"eSB";"0";"45";"0,00"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756486";"EQUIPE ACACIA - ESB";"eSB";"0";"93";"0,00"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750488";"EQUIPE VERDE - ESB";"eSB";"0";"170";"0,00"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755552";"EQUIPE JOAO DE BARRO - ESB";"eSB";"6";"334";"1,80"
"9013415";"SESAU USF JARDIM PARADISO PEDRO FELIX DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750089";"EQUIPE PARADISO - ESB";"eSB";"0";"280";"0,00"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730479";"EQUIPE AREA LILAS - ESB";"eSB";"0";"273";"0,00"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728458";"EQUIPE FORCA E GRACA - ESB";"eSB";"0";"242";"0,00"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756249";"EQUIPE IPE ROXO - ESB";"eSB";"0";"183";"0,00"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001734679";"EQUIPE ROSA - ESB";"eSB";"0";"297";"0,00"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755838";"EQUIPE AZUL - ESB";"eSB";"0";"228";"0,00"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729705";"EQUIPE YPE ROSA - ESB";"eSB";"0";"156";"0,00"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728857";"EQUIPE TAQUARI - ESB";"eSB";"0";"166";"0,00"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744089";"EQUIPE ESTRELA ESB";"eSB";"0";"106";"0,00"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743791";"EQUIPE VIDA NOVA - ESB";"eSB";"8";"355";"2,30"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001748688";"EQUIPE SEMINARIO - ESB";"eSB";"0";"445";"0,00"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729780";"EQUIPE SONIA REGINA - ESB";"eSB";"4";"78";"5,10"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743554";"EQUIPE VERMELHA - ESB";"eSB";"0";"134";"0,00"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001727362";"EQUIPE AZUL - ESB";"eSB";"196";"411";"47,70"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001723715";"EQUIPE CARVALHO CENTRO - ESB";"eSB";"0";"84";"0,00"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744755";"EQUIPE EGITO - ESB";"eSB";"1";"215";"0,50"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750518";"EQUIPE AZUL - ESB";"eSB";"0";"143";"0,00"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744879";"EQUIPE AGUIA - ESB";"eSB";"0";"134";"0,00"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755285";"EQUIPE VERDE - ESB";"eSB";"0";"365";"0,00"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001754750";"EQUIPE 0130 - ESB";"eSB";"0";"204";"0,00"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0002164531";"EQUIPE CERRADO - ESB";"eSB";"0";"230";"0,00"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756257";"EQUIPE POR DO SOL - ESB";"eSB";"33";"220";"15,00"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755129";"EQUIPE JOAO DE BARRO - ESB";"eSB";"0";"289";"0,00"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753347";"EQUIPE VERDE - ESB";"eSB";"0";"191";"0,00"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730703";"EQUIPE AMARELO - ESB";"eSB";"0";"185";"0,00"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753509";"EQUIPE PARATI - ESB";"eSB";"0";"243";"0,00"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744038";"EQUIPE IPE AMARELO - ESB";"eSB";"0";"305";"0,00"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744313";"EQUIPE GIRASSOL - ESB";"eSB";"214";"165";"129,70"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743740";"EQUIPE GIRASSOL - ESB";"eSB";"0";"229";"0,00"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744399";"EQUIPE POETA - ESB";"eSB";"0";"314";"0,00"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743732";"EQUIPE AGUIA - ESB";"eSB";"1";"204";"0,50"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744666";"EQUIPE CAMPINA VERDE - ESB";"eSB";"0";"218";"0,00"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755250";"EQUIPE MORENA - ESB";"eSB";"0";"228";"0,00"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750429";"EQUIPE AZUL - ESB";"eSB";"0";"316";"0,00"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744429";"EQUIPE JACQUES - ESB";"eSB";"0";"162";"0,00"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744704";"EQUIPE FLORA DO CERRADO - ESB";"eSB";"0";"254";"0,00"
