Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 10:52h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500830 / TRÊS LAGOAS

Filtro:
Indicador: Cuidado integral da Pessoa Idosa
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA NOS ÚLTIMOS 12 MESES;TER PELO MENOS 02 REGISTROS SIMULTÂNEOS DE PESO E ALTURA PARA AVALIAÇÃO ANTROPOMÉTRICA NOS ÚLTIMOS 12 MESES;TER REGISTRO DE PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES AÇÃO;TER REGISTRO DE 1 DOSE DA VACINA CONTRA INFLUENZA REALIZADA NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS IDOSAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS IDOSAS VINCULADAS À EQUIPE;PONTUAÇÃO
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445096";"ESF PARANAPUNGA I";"eSF";"220";"28";"272";"140";"16500";"281";"58,70"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445150";"USF VILA ALEGRE I";"eSF";"309";"196";"373";"239";"27925";"400";"69,80"
"2757168";"UNIDADE DE SAUDE DA FAMILIA VILA PILOTO ADRIANA CRISTINA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445193";"VILA PILOTO 2";"eSF";"153";"113";"159";"64";"12225";"188";"65,00"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002302969";"ESF NOVA TRES LAGOAS 2";"eSF";"434";"296";"604";"313";"41175";"626";"65,80"
"2757079";"UNIDADE DE SAUDE DA FAMILIA JOEL NEVES SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691422";"ESF JOEL NEVES II";"eSF";"322";"144";"331";"208";"25125";"435";"57,80"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001639587";"ESF JARDIM ATENAS I";"eSF";"250";"126";"301";"174";"21275";"318";"66,90"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002172224";"EAP VILA ALEGRE I";"eAP";"0";"0";"0";"0";"0";"0";"0,00"
"2757117";"UNIDADE DE SAUDE DA FAMILIA SANTA RITA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445118";"PSF SANTA RITA II";"eSF";"348";"198";"514";"296";"33900";"528";"64,20"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001655841";"ESF NOVO OESTE I";"eSF";"92";"86";"92";"50";"8000";"99";"80,80"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691406";"ESF VILA HARO III";"eSF";"220";"153";"326";"174";"21825";"330";"66,10"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452995";"ESF SANTO ANDRE III";"eSF";"220";"152";"277";"178";"20675";"317";"65,20"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445258";"ESF JARDIM MARISTELA I";"eSF";"403";"288";"635";"362";"42200";"653";"64,60"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002308118";"ESF CHACARA ELDORADO II";"eSF";"148";"112";"147";"73";"12000";"171";"70,20"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445169";"ESF VILA HARO I";"eSF";"233";"170";"290";"146";"20975";"296";"70,90"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691708";"ESF PARANAPUNGA III";"eSF";"335";"73";"401";"238";"26175";"454";"57,70"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445045";"ESF NOVA TRES LAGOAS I";"eSF";"232";"177";"302";"197";"22700";"352";"64,50"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445088";"ESF PARANAPUNGA II";"eSF";"253";"27";"303";"183";"19150";"334";"57,30"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445142";"ESF SANTO ANDRE II";"eSF";"292";"210";"401";"228";"28275";"432";"65,50"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002283093";"ESF CHACARA ELDORADO I";"eSF";"205";"149";"251";"131";"18400";"260";"70,80"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445185";"ESF VILA HARO II";"eSF";"313";"209";"450";"243";"30375";"462";"65,70"
"2757060";"UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685597";"ESF INTERLAGOS III";"eSF";"95";"60";"92";"67";"7850";"124";"63,30"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001629581";"ESF EURIDICE CHAGAS CRUZ II";"eSF";"323";"212";"436";"254";"30625";"469";"65,30"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445061";"ESF MIGUEL NUNES I";"eSF";"417";"105";"563";"371";"36400";"721";"50,50"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0002374978";"ESF MIGUEL NUNES III";"eSF";"316";"106";"440";"256";"27950";"520";"53,80"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
