Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 10:29h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Cuidado integral da Pessoa Idosa
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA NOS ÚLTIMOS 12 MESES;TER PELO MENOS 02 REGISTROS SIMULTÂNEOS DE PESO E ALTURA PARA AVALIAÇÃO ANTROPOMÉTRICA NOS ÚLTIMOS 12 MESES;TER REGISTRO DE PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES AÇÃO;TER REGISTRO DE 1 DOSE DA VACINA CONTRA INFLUENZA REALIZADA NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS IDOSAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS IDOSAS VINCULADAS À EQUIPE;PONTUAÇÃO
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441767";"ESF 49 - SANTO ANDRE";"eSF";"515";"363";"704";"490";"51800";"887";"58,40"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442135";"ESF 16 - NOVO HORIZONTE";"eSF";"147";"40";"175";"113";"11875";"187";"63,50"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001713728";"ESF 63 - DAS PEDRAS";"eSF";"134";"15";"166";"93";"10200";"171";"59,60"
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441961";"ESF 18 - PARQUE DAS NACOES II";"eSF";"322";"231";"422";"229";"30100";"439";"68,60"
"2710838";"UBS ITAHUM ALTAIR RAMIRES DE SOUZA DONA NEGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441686";"ESF 201 - ITAHUM";"eSF";"238";"169";"237";"171";"20375";"326";"62,50"
"2710897";"UBS VILA ROSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002277727";"EAP 103 - VILA ROSA";"eAP";"306";"198";"20";"232";"36175";"711";"50,90"
"5398800";"UBS CARISMA DR DIVINO ANTONIO LUIZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442100";"ESF 26 - CARISMA";"eSF";"242";"133";"294";"159";"20700";"310";"66,80"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442143";"ESF 38 - NOVO HORIZONTE";"eSF";"354";"113";"448";"279";"29850";"495";"60,30"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623052";"ESF 52 - BEM TE VI";"eSF";"270";"157";"366";"204";"24925";"416";"59,90"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623095";"ESF 53 - DA MATA";"eSF";"206";"30";"222";"129";"14675";"262";"56,00"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442062";"ESF 27 - GIRASSOL";"eSF";"208";"27";"235";"138";"15200";"264";"57,60"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524291";"ESF 21 - CABECEIRA ALEGRE";"eSF";"302";"126";"417";"225";"26750";"430";"62,20"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001620266";"ESF 55 - GUAICURUS";"eSF";"138";"48";"161";"95";"11050";"196";"56,40"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623117";"ESF 54 - ALTOS DO INDAIA";"eSF";"221";"127";"261";"164";"19325";"317";"61,00"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001638572";"EAP 104 - SELETA";"eAP";"61";"47";"3";"38";"6325";"107";"59,10"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442208";"ESF 42 - CHACARA DOS CAIUAS";"eSF";"435";"243";"586";"380";"41100";"608";"67,60"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441716";"ESF 30 - IZIDRO PEDROSO";"eSF";"311";"60";"443";"230";"26100";"462";"56,50"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441996";"ESF 13 - CACHOEIRINHA";"eSF";"331";"111";"486";"278";"30150";"497";"60,70"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442127";"ESF 35 - CABECEIRA ALEGRE";"eSF";"359";"183";"582";"334";"36450";"592";"61,60"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441953";"ESF 25 - LAVANDA";"eSF";"418";"156";"540";"293";"35175";"558";"63,00"
"2710811";"UBS INDAPOLIS VEREADOR FREDERICO BERNARDO FRITZ HOLTERMANN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441678";"ESF 203 - INDAPOLIS";"eSF";"390";"235";"444";"312";"34525";"513";"67,30"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442003";"ESF 12 - CACHOEIRINHA";"eSF";"341";"128";"430";"213";"27800";"446";"62,30"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442046";"ESF 20 - PARQUE NACOES I";"eSF";"272";"182";"205";"224";"22075";"347";"63,60"
"2711079";"UBS JARDIM PIRATININGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441872";"ESF 24 - PIRATININGA";"eSF";"279";"66";"391";"166";"22550";"406";"55,50"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442054";"ESF 17 - IPE";"eSF";"169";"34";"201";"113";"12925";"206";"62,70"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686208";"ESF 59 - IPE ROSA";"eSF";"97";"19";"106";"72";"7350";"128";"57,40"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442097";"ESF 34 - DO LAGO";"eSF";"307";"39";"330";"212";"22200";"434";"51,20"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441880";"ESF 37 - OURO VERDE";"eSF";"270";"145";"440";"244";"27475";"488";"56,30"
"2711141";"UBS VILA HILDA DR ARCHIDUQUE FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442011";"ESF 28 - VILA HILDA";"eSF";"397";"217";"587";"352";"38825";"592";"65,60"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623087";"ESF 57 - PARQUE DAS NACOES I";"eSF";"232";"150";"168";"177";"18175";"295";"61,60"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524283";"ESF 41 - SELETA";"eSF";"403";"262";"609";"417";"42275";"791";"53,40"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002272342";"EAP 102 - SANTO ANDRE";"eAP";"13";"12";"0";"3";"1100";"16";"68,80"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623125";"ESF 58 - CABECEIRA ALEGRE";"eSF";"183";"90";"224";"143";"16000";"266";"60,20"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
