Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 09:55h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500110 / AQUIDAUANA

Filtro:
Indicador: Cuidado integral da Pessoa Idosa
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA NOS ÚLTIMOS 12 MESES;TER PELO MENOS 02 REGISTROS SIMULTÂNEOS DE PESO E ALTURA PARA AVALIAÇÃO ANTROPOMÉTRICA NOS ÚLTIMOS 12 MESES;TER REGISTRO DE PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES AÇÃO;TER REGISTRO DE 1 DOSE DA VACINA CONTRA INFLUENZA REALIZADA NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS IDOSAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS IDOSAS VINCULADAS À EQUIPE;PONTUAÇÃO
"7525877";"UNIDADE DE SAUDE DA FAMILIA MODESTO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001536605";"TAUNAY/MORRINHO";"eSF";"154";"117";"213";"130";"15350";"224";"68,50"
"3240053";"ESTRATEGIA DE SAUDE DA FAMILIA VILA TRINDADE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438235";"V.TRINDADE- PARAISO-COL.BURITI";"eSF";"313";"279";"375";"248";"30375";"460";"66,00"
"3240061";"ESTRATEGIA DE SAUDE DA FAMILIA GUANANDY";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438243";"GUANANDY E RIBEIRINHA";"eSF";"436";"269";"737";"367";"45225";"799";"56,60"
"2659662";"UNIDADE DE SAUDE DA FAMILIA SANTA TEREZINHA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438189";"DR. CLAUDIO FERNANDO STELLA";"eSF";"420";"343";"559";"313";"40875";"569";"71,80"
"2659670";"UNIDADE DE SAUDE DA FAMILIA CIDADE NOVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438200";"JOAO ANDRE MADSEN";"eSF";"413";"281";"514";"311";"37975";"545";"69,70"
"2659689";"ESTRATEGIA DE SAUDE DA FAMILIA NOVA AQUIDAUANA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438227";"NOVA AQUIDAUANA";"eSF";"343";"234";"394";"232";"30075";"455";"66,10"
"7065817";"ESTRATEGIA DE SAUDE DA FAMILIA IZAURA BAES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438324";"NOVA AQUIDAUANA II";"eSF";"252";"190";"226";"122";"19750";"307";"64,30"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
