Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 08:48h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500830 / TRÊS LAGOAS

Filtro:
Indicador: Cuidado da pessoa com Diabetes
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001684434";"ESF NOVO OESTE II";"eSF";"112";"104";"123";"120";"95";"0";"9485";"130";"73,00"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445231";"ESF JARDIM MARISTELA II";"eSF";"122";"122";"134";"139";"110";"1";"10700";"160";"66,90"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445010";"ESF EURIDICE CHAGAS CRUZ I";"eSF";"160";"144";"235";"146";"118";"0";"14020";"247";"56,80"
"2757087";"UNIDADE DE SAUDE DA FAMILIA JUPIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445053";"ESF RURAL JUPIA";"eSF";"106";"107";"116";"45";"96";"0";"8160";"120";"68,00"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685465";"ESF JARDIM ATENAS II";"eSF";"140";"128";"154";"111";"100";"3";"11010";"164";"67,10"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445096";"ESF PARANAPUNGA I";"eSF";"105";"101";"135";"49";"74";"0";"8160";"139";"58,70"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445150";"USF VILA ALEGRE I";"eSF";"176";"153";"216";"176";"172";"0";"15355";"225";"68,20"
"2757168";"UNIDADE DE SAUDE DA FAMILIA VILA PILOTO ADRIANA CRISTINA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445193";"VILA PILOTO 2";"eSF";"80";"78";"88";"77";"59";"0";"6570";"98";"67,00"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002302969";"ESF NOVA TRES LAGOAS 2";"eSF";"200";"193";"257";"205";"193";"0";"18005";"266";"67,70"
"2757079";"UNIDADE DE SAUDE DA FAMILIA JOEL NEVES SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691422";"ESF JOEL NEVES II";"eSF";"182";"167";"188";"153";"144";"2";"14390";"237";"60,70"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001639587";"ESF JARDIM ATENAS I";"eSF";"144";"136";"174";"137";"122";"0";"12285";"183";"67,10"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002172224";"EAP VILA ALEGRE I";"eAP";"0";"0";"0";"0";"0";"0";"0";"0";"0,00"
"2757117";"UNIDADE DE SAUDE DA FAMILIA SANTA RITA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445118";"PSF SANTA RITA II";"eSF";"172";"173";"237";"176";"151";"0";"15680";"246";"63,70"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001655841";"ESF NOVO OESTE I";"eSF";"81";"77";"81";"83";"66";"0";"6630";"88";"75,30"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691406";"ESF VILA HARO III";"eSF";"100";"92";"136";"103";"90";"0";"8995";"137";"65,70"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452995";"ESF SANTO ANDRE III";"eSF";"136";"111";"142";"119";"126";"0";"10900";"151";"72,20"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445258";"ESF JARDIM MARISTELA I";"eSF";"174";"178";"235";"187";"144";"0";"15815";"241";"65,60"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002308118";"ESF CHACARA ELDORADO II";"eSF";"119";"113";"134";"129";"96";"0";"10130";"147";"68,90"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445169";"ESF VILA HARO I";"eSF";"133";"124";"158";"134";"110";"0";"11340";"158";"71,80"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691708";"ESF PARANAPUNGA III";"eSF";"163";"144";"185";"91";"82";"0";"11715";"209";"56,10"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445045";"ESF NOVA TRES LAGOAS I";"eSF";"126";"126";"154";"152";"136";"0";"11810";"170";"69,50"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445088";"ESF PARANAPUNGA II";"eSF";"114";"104";"128";"51";"79";"0";"8350";"145";"57,60"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445142";"ESF SANTO ANDRE II";"eSF";"142";"132";"189";"150";"107";"0";"12455";"202";"61,70"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002283093";"ESF CHACARA ELDORADO I";"eSF";"157";"152";"175";"159";"120";"0";"13105";"175";"74,90"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445185";"ESF VILA HARO II";"eSF";"166";"145";"210";"160";"138";"0";"14165";"218";"65,00"
"2757060";"UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685597";"ESF INTERLAGOS III";"eSF";"81";"72";"87";"80";"66";"0";"6630";"102";"65,00"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001629581";"ESF EURIDICE CHAGAS CRUZ II";"eSF";"182";"171";"244";"187";"157";"1";"16260";"257";"63,30"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445061";"ESF MIGUEL NUNES I";"eSF";"154";"138";"167";"101";"123";"0";"11850";"195";"60,80"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0002374978";"ESF MIGUEL NUNES III";"eSF";"157";"141";"181";"122";"138";"0";"12775";"204";"62,60"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
