Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 08:01h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado da pessoa com Diabetes
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439193";"EQUIPE VERMELHA";"eSF";"97";"93";"110";"86";"62";"2";"7785";"126";"61,80"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686798";"EQUIPE ROSA";"eSF";"121";"109";"134";"25";"110";"0";"8760";"150";"58,40"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439991";"EQUIPE ACQUA";"eSF";"183";"165";"212";"150";"170";"12";"15355";"228";"67,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644513";"EQUIPE JACQUES";"eSF";"157";"141";"181";"161";"161";"26";"14095";"191";"73,80"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439878";"EQUIPE VERDE";"eSF";"136";"105";"150";"125";"112";"4";"10910";"189";"57,70"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439754";"EQUIPE IPE";"eSF";"185";"142";"219";"121";"86";"21";"13630";"257";"53,00"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439738";"EQUIPE AROEIRA";"eSF";"214";"188";"242";"151";"58";"36";"15615";"285";"54,80"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440604";"EQUIPE VERMELHA";"eSF";"155";"143";"190";"162";"63";"12";"12600";"212";"59,40"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440167";"EQUIPE AZUL";"eSF";"127";"105";"107";"73";"61";"3";"8310";"164";"50,70"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440051";"EQUIPE FLORES DO CERRADO";"eSF";"151";"133";"150";"123";"139";"29";"12380";"158";"78,40"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440175";"EQUIPE VERMELHA";"eSF";"115";"93";"130";"53";"43";"13";"7930";"145";"54,70"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439061";"EQUIPE PITANGUEIRA";"eSF";"217";"204";"255";"126";"177";"7";"17150";"271";"63,30"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439185";"EQUIPE PANDA";"eSF";"151";"131";"187";"142";"83";"1";"12115";"198";"61,20"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001672274";"EQUIPE AZUL";"eSF";"112";"104";"119";"114";"37";"12";"8625";"151";"57,10"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439983";"EQUIPE TUIUIU";"eSF";"115";"102";"122";"78";"107";"12";"9225";"141";"65,40"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001557955";"EQUIPE AZUL";"eSF";"114";"91";"132";"116";"50";"2";"8805";"160";"55,00"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644505";"EQUIPE FOGO";"eSF";"126";"94";"133";"104";"135";"4";"10235";"156";"65,60"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439746";"EQUIPE JACARANDA";"eSF";"201";"185";"207";"140";"102";"6";"14655";"261";"56,10"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001605178";"EQUIPE FAZENDINHA";"eSF";"27";"27";"25";"25";"26";"19";"2495";"30";"83,20"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644742";"EQUIPE DETERMINACAO";"eSF";"92";"87";"130";"96";"98";"7";"8760";"153";"57,30"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439649";"EQUIPE CAMPINA VERDE";"eSF";"151";"123";"162";"120";"126";"17";"12050";"192";"62,80"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482688";"EQUIPE ALFA";"eSF";"174";"163";"236";"156";"175";"15";"15835";"256";"61,90"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440515";"EQUIPE SEMINARIO";"eSF";"155";"151";"187";"137";"88";"15";"12705";"204";"62,30"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440752";"EQUIPE AZUL";"eSF";"51";"46";"52";"11";"31";"1";"3395";"67";"50,70"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001508326";"EQUIPE AMARELO";"eSF";"171";"156";"175";"146";"163";"53";"14690";"197";"74,60"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440078";"EQUIPE BEIJA FLOR";"eSF";"148";"123";"130";"89";"120";"28";"10960";"173";"63,40"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439096";"EQUIPE ROSA";"eSF";"93";"81";"110";"99";"20";"1";"7075";"143";"49,50"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440086";"EQUIPE YPE ROSA";"eSF";"142";"140";"153";"102";"123";"45";"12050";"205";"58,80"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439770";"EQUIPE ITATIAIA";"eSF";"152";"125";"137";"92";"129";"10";"11120";"188";"59,10"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001573853";"EQUIPE FENIX";"eSF";"151";"132";"117";"145";"136";"12";"11735";"180";"65,20"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667939";"EQUIPE PARQUE DOS GIRASSOIS";"eSF";"49";"33";"42";"28";"49";"1";"3485";"62";"56,20"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644858";"EQUIPE CERRADO";"eSF";"135";"110";"153";"122";"78";"1";"10425";"174";"59,90"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439533";"EQUIPE ORQUIDEA";"eSF";"115";"82";"129";"42";"10";"0";"6890";"147";"46,90"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439894";"EQUIPE MARIA OLIVEIRA";"eSF";"147";"134";"101";"127";"148";"12";"11275";"173";"65,20"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705814";"EQUIPE MANDACARU";"eSF";"173";"154";"187";"145";"168";"24";"14565";"216";"67,40"
"0301825";"SESAU USF AERO RANCHO GRANJA DRA REGIA JUSSARA F DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002127350";"EQUIPE OMEGA";"eSF";"99";"91";"127";"75";"66";"5";"8075";"152";"53,10"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439657";"EQUIPE CPACA";"eSF";"69";"50";"44";"50";"53";"4";"4615";"94";"49,10"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644734";"EQUIPE AMARELA";"eSF";"157";"128";"179";"91";"49";"5";"10815";"194";"55,70"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644971";"EQUIPE ALPHA";"eSF";"116";"105";"114";"123";"78";"0";"9190";"155";"59,30"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439517";"EQUIPE GIRASSOL";"eSF";"156";"147";"144";"150";"45";"3";"11175";"204";"54,80"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482335";"EQUIPE VERDE";"eSF";"88";"86";"110";"45";"29";"65";"7335";"123";"59,60"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482459";"EQUIPE BARUERI";"eSF";"185";"176";"223";"173";"195";"29";"16755";"236";"71,00"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440620";"EQUIPE LILAS";"eSF";"97";"105";"130";"106";"64";"14";"8875";"146";"60,80"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482696";"EQUIPE ARARA AZUL";"eSF";"47";"39";"63";"40";"32";"2";"3895";"88";"44,30"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440744";"EQUIPE CARVALHO CENTRO";"eSF";"76";"66";"120";"59";"50";"22";"6875";"129";"53,30"
