Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 08:30h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500660 / PONTA PORÃ

Filtro:
Indicador: Cuidado da pessoa com Diabetes
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
"9075062";"UNIDADE BASICA DE SAUDE ENFERMEIRA ELIZA MEDINA BARRETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001635379";"EQUIPE SAO RAFAEL";"eSF";"134";"126";"164";"148";"116";"7";"11915";"186";"64,10"
"9042849";"UNIDADE BASICA DE SAUDE DR JOSE ISSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000443972";"ESF- JOSE ISSA";"eSF";"226";"182";"295";"104";"154";"22";"17350";"307";"56,50"
"2651572";"UNIDADE BASICA DE SAUDE NEUSA MARIA PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000443980";"ESF-JARDIM VITORIA";"eSF";"189";"177";"251";"97";"131";"10";"15025";"261";"57,60"
"5971918";"UNIDADE BASICA DE SAUDE ANDERSON LUIZ MONTEIRO GODOY";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444057";"ESF - VILA AUREA";"eSF";"293";"262";"363";"307";"265";"39";"26215";"380";"69,00"
"2651564";"CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002225921";"ESF - CIS I";"eSF";"82";"74";"129";"60";"127";"14";"8345";"136";"61,40"
"5683238";"UNIDADE BASICA DE SAUDE ROSANGELA PEREIRA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444014";"ESF- ITAMARATI";"eSF";"193";"184";"181";"167";"177";"28";"15820";"227";"69,70"
"5870178";"UNIDADE BASICA DE SAUDE DR NERY ALVES DE AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444022";"ESF - MARAMBAIA";"eSF";"151";"141";"152";"156";"143";"8";"12780";"195";"65,50"
"5911192";"UNIDADE BASICA DE SAUDE DR PEDRO MONTEIRO DE ALMEIDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444030";"ESF- JARDIM AEROPORTO";"eSF";"211";"196";"247";"96";"197";"10";"16645";"281";"59,20"
"2361019";"UNIDADE BASICA DE SAUDE AUDELINA DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001534106";"EQUIPE CABECEIRA DO APA";"eSF";"55";"50";"56";"52";"52";"14";"4740";"59";"80,30"
"6384587";"UNIDADE BASICA DE SAUDE DR CARLOS AUGUSTO PISSINI SOBREIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000444081";"CARLOS AUGUSTO PISSINI";"eSF";"146";"147";"157";"153";"139";"1";"12660";"176";"71,90"
"2651564";"CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002225948";"ESF - CIS II";"eSF";"103";"90";"128";"73";"97";"24";"8880";"146";"60,80"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
