Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 11:25h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500320 / CORUMBÁ

Filtro:
Indicador: Mais Acesso à Atenção Primária à Saúde
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO TOTAL DE ATENDIMENTOS POR DEMANDA PROGRAMADA;NÚMERO TOTAL DE ATENDIMENTOS POR TODOS OS TIPOS DE DEMANDAS (ESPONTÂNEAS E PROGRAMADAS);PONTUAÇÃO
"9191801";"UNIDADE BASICA DE SAUDE JARDIM DOS ESTADOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001547852";"EQUIPE JARDIM DOS ESTADOS";"eSF";"2174";"3391";"64,11"
"2558726";"UNIDADE BASICA DE SAUDE POPULAR VELHA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441171";"EQUIPE POPULAR VELHA";"eSF";"1245";"3081";"40,41"
"2376121";"UNIDADE BASICA DE SAUDE PADRE ERNESTO SASSIDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441090";"EQUIPE ERNESTO SASSIDA";"eSF";"2842";"6277";"45,28"
"2591405";"UNIDADE BASICA DE SAUDE DRA LUCIA MARIA PEREIRA DE CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452758";"ESF SIMONE PONTES MAIA FLORES";"eSF";"1115";"2182";"51,10"
"6590209";"UNIDADE BASICA DE SAUDE DR PEDRO PAULO DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441317";"EQUIPE PEDRO PAULO DE BARROS I";"eSF";"1079";"1993";"54,14"
"7320108";"UNIDADE BASICA DE SAUDE DR PEDRO PAULO DE BARROS II";"CENTRO DE SAUDE/UNIDADE BASICA";"0001484516";"PEDRO PAULO II";"eSF";"2297";"5624";"40,84"
"0148636";"UNIDADE BASICA DE SAUDE DR BONIFACIO TIKAYOSHI TIAEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0002059045";"EQUIPE BONIFACIO TIAEN";"eSF";"1468";"4243";"34,60"
"2591405";"UNIDADE BASICA DE SAUDE DRA LUCIA MARIA PEREIRA DE CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441236";"EQ. LUCIA M. P. DE CARVALHO II";"eSF";"1490";"4731";"31,49"
"2376512";"UNIDADE BASICA DE SAUDE DR ENIO CUNHA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441139";"EQUIPE ENIO CUNHA";"eSF";"2646";"4636";"57,08"
"0456462";"UNIDADE BASICA DE SAUDE DR WALTER VICTORIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441112";"EQUIPE WALTER VICTORIO";"eSF";"176";"5031";"3,50"
"2536676";"UNIDADE BASICA DE SAUDE ROSIMEIRE DOS SANTOS AJALA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441155";"EQUIPE BEIRA RIO";"eSF";"2207";"2784";"79,27"
"2591553";"UNIDADE BASICA DE SAUDE RURAL MATO GRANDE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001547518";"EQUIPE ALBUQUERQUE";"eSF";"495";"1311";"37,76"
"3043770";"UNIDADE BASICA DE SAUDE JOAO FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441279";"EQUIPE JOAO FERNANDES";"eSF";"2072";"5661";"36,60"
"2536684";"UNIDADE BASICA DE SAUDE NOVA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441163";"EQUIPE NOVA CORUMBA";"eSF";"2218";"5842";"37,97"
"2376105";"UNIDADE BASICA DE SAUDE BRENO DE MEDEIROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441082";"EQUIPE BRENO I";"eSF";"1185";"2928";"40,47"
"2676796";"UNIDADE BASICA DE SAUDE SAO BARTOLOMEU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441260";"EQUIPE SAO BARTOLOMEU";"eSF";"1767";"4080";"43,31"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
