Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 11:23h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Mais Acesso à Atenção Primária à Saúde
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO TOTAL DE ATENDIMENTOS POR DEMANDA PROGRAMADA;NÚMERO TOTAL DE ATENDIMENTOS POR TODOS OS TIPOS DE DEMANDAS (ESPONTÂNEAS E PROGRAMADAS);PONTUAÇÃO
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439789";"EQUIPE FLAMBOYANT";"eSF";"1445";"11071";"13,05"
"0301825";"SESAU USF AERO RANCHO GRANJA DRA REGIA JUSSARA F DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002127342";"EQUIPE ALPHA";"eSF";"2679";"5558";"48,20"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439304";"EQUIPE JOAO DE BARRO";"eSF";"1379";"5430";"25,40"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440558";"EQUIPE ANACHE";"eSF";"1603";"5783";"27,72"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440434";"EQUIPE IPE BRANCO";"eSF";"1342";"8043";"16,69"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440310";"EQUIPE AZUL";"eSF";"3160";"7507";"42,09"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482483";"EQUIPE VERDE";"eSF";"1499";"4200";"35,69"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439452";"EQUIPE FENIX";"eSF";"2036";"5794";"35,14"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439576";"EQUIPE LARANJA";"eSF";"2163";"4919";"43,97"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001572601";"EQUIPE ARARA VERMELHA";"eSF";"2595";"14778";"17,56"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439339";"EQUIPE VERMELHA";"eSF";"1859";"5846";"31,80"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439215";"EQUIPE VERMELHA";"eSF";"1689";"3321";"50,86"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717375";"EQUIPE ENIR BEZERRA";"eSF";"1318";"3676";"35,85"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001672924";"EQUIPE RUBI";"eSF";"1530";"10856";"14,09"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706543";"EQUIPE GIRASSOL";"eSF";"2180";"6591";"33,08"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440426";"EQUIPE IPE ROSA";"eSF";"1376";"9237";"14,90"
"9013415";"SESAU USF JARDIM PARADISO PEDRO FELIX DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001678469";"EQUIPE SAO FRANCISCO";"eSF";"1644";"4909";"33,49"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482378";"EQUIPE SAO TOME";"eSF";"1280";"4989";"25,66"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440663";"EQUIPE DINAMARCA";"eSF";"2338";"11494";"20,34"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439320";"EQUIPE VERDE";"eSF";"1766";"6236";"28,32"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439681";"EQUIPE FENIX";"eSF";"1599";"3973";"40,25"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439444";"EQUIPE ORQUIDEA";"eSF";"2470";"4576";"53,98"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717383";"EQUIPE GIRASSOL";"eSF";"1923";"5940";"32,37"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644408";"EQUIPE LUMIAR";"eSF";"1761";"4768";"36,93"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644769";"EQUIPE 183";"eSF";"1442";"6963";"20,71"
"0010227";"SESAU USF 26 DE AGOSTO JAIR GARCIA DE FREITAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439207";"EQUIPE AZUL";"eSF";"1540";"4248";"36,25"
"0010421";"SESAU USF JARDIM MARABA DRA MARLY ANNA TATTON BERG G PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439568";"EQUIPE VERDE";"eSF";"1867";"5699";"32,76"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252171";"EQUIPE GIRASSOL";"eSF";"1477";"13017";"11,35"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644521";"EQUIPE AZUL";"eSF";"1960";"4073";"48,12"
"0021660";"SESAU USF AGUAO MANOEL CORDEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001478400";"EQUIPE LEAO";"eSF";"935";"3277";"28,53"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343347";"EQUIPE VERMELHA EAP 02";"eAP";"1026";"2213";"46,36"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482467";"EQUIPE TULIPA";"eSF";"2486";"5644";"44,05"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439509";"EQUIPE LIRIO";"eSF";"1868";"4656";"40,12"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440736";"EQUIPE AREA AMARELA";"eSF";"1596";"4974";"32,09"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440612";"EQUIPE AZUL";"eSF";"1867";"4373";"42,69"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440299";"EQUIPE AMARELO";"eSF";"2851";"5105";"55,85"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674218";"EQUIPE VERDE";"eSF";"2261";"9858";"22,94"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440183";"EQUIPE MARRON";"eSF";"2740";"5308";"51,62"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439193";"EQUIPE VERMELHA";"eSF";"2246";"5134";"43,75"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686798";"EQUIPE ROSA";"eSF";"1420";"4714";"30,12"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439991";"EQUIPE ACQUA";"eSF";"2467";"9247";"26,68"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644513";"EQUIPE JACQUES";"eSF";"807";"7296";"11,06"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439878";"EQUIPE VERDE";"eSF";"1902";"4532";"41,97"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439754";"EQUIPE IPE";"eSF";"2282";"7535";"30,29"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439738";"EQUIPE AROEIRA";"eSF";"2555";"6887";"37,10"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440604";"EQUIPE VERMELHA";"eSF";"1905";"5179";"36,78"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440167";"EQUIPE AZUL";"eSF";"1237";"5913";"20,92"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440051";"EQUIPE FLORES DO CERRADO";"eSF";"2663";"11535";"23,09"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440175";"EQUIPE VERMELHA";"eSF";"1360";"6494";"20,94"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439061";"EQUIPE PITANGUEIRA";"eSF";"1943";"5957";"32,62"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439185";"EQUIPE PANDA";"eSF";"1956";"4316";"45,32"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001672274";"EQUIPE AZUL";"eSF";"1414";"5075";"27,86"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439983";"EQUIPE TUIUIU";"eSF";"2473";"9755";"25,35"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001557955";"EQUIPE AZUL";"eSF";"2140";"4090";"52,32"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644505";"EQUIPE FOGO";"eSF";"2279";"8222";"27,72"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439746";"EQUIPE JACARANDA";"eSF";"2300";"5021";"45,81"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001605178";"EQUIPE FAZENDINHA";"eSF";"0";"5072";"0,00"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644742";"EQUIPE DETERMINACAO";"eSF";"1282";"6189";"20,71"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439649";"EQUIPE CAMPINA VERDE";"eSF";"1537";"4608";"33,36"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482688";"EQUIPE ALFA";"eSF";"1317";"4511";"29,20"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440515";"EQUIPE SEMINARIO";"eSF";"1965";"7906";"24,85"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440752";"EQUIPE AZUL";"eSF";"2253";"5870";"38,38"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001508326";"EQUIPE AMARELO";"eSF";"1850";"10643";"17,38"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440078";"EQUIPE BEIJA FLOR";"eSF";"2428";"9102";"26,68"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439096";"EQUIPE ROSA";"eSF";"2279";"4577";"49,79"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440086";"EQUIPE YPE ROSA";"eSF";"1692";"5909";"28,63"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439770";"EQUIPE ITATIAIA";"eSF";"1568";"11490";"13,65"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001573853";"EQUIPE FENIX";"eSF";"1718";"13016";"13,20"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667939";"EQUIPE PARQUE DOS GIRASSOIS";"eSF";"2455";"6070";"40,44"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644858";"EQUIPE CERRADO";"eSF";"1762";"4837";"36,43"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439533";"EQUIPE ORQUIDEA";"eSF";"1382";"5489";"25,18"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439894";"EQUIPE MARIA OLIVEIRA";"eSF";"501";"5876";"8,53"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705814";"EQUIPE MANDACARU";"eSF";"1083";"9066";"11,95"
"0301825";"SESAU USF AERO RANCHO GRANJA DRA REGIA JUSSARA F DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002127350";"EQUIPE OMEGA";"eSF";"419";"4115";"10,18"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439657";"EQUIPE CPACA";"eSF";"1435";"3543";"40,50"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644734";"EQUIPE AMARELA";"eSF";"1743";"5875";"29,67"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644971";"EQUIPE ALPHA";"eSF";"1875";"4644";"40,37"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439517";"EQUIPE GIRASSOL";"eSF";"2088";"4435";"47,08"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482335";"EQUIPE VERDE";"eSF";"2581";"3897";"66,23"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482459";"EQUIPE BARUERI";"eSF";"477";"4925";"9,69"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440620";"EQUIPE LILAS";"eSF";"1940";"4350";"44,60"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482696";"EQUIPE ARARA AZUL";"eSF";"2179";"3219";"67,69"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440744";"EQUIPE CARVALHO CENTRO";"eSF";"1870";"5989";"31,22"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343339";"EQUIPE VERMELHA EAP 01";"eAP";"316";"699";"45,21"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439088";"EQUIPE FENIX";"eSF";"2458";"5664";"43,40"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440191";"EQUIPE AZUL";"eSF";"2249";"4179";"53,82"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717340";"EQUIPE ARARA AZUL";"eSF";"2023";"15405";"13,13"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439401";"EQUIPE ROSA";"eSF";"2282";"5446";"41,90"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667947";"EQUIPE ANTONIO JOAO ESCOBAR";"eSF";"2821";"5353";"52,70"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439762";"EQUIPE IPE AMARELO";"eSF";"2965";"5441";"54,49"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"1531";"5270";"29,05"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"2203";"14964";"14,72"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"995";"6880";"14,46"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"1555";"3691";"42,13"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"2054";"7225";"28,43"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"833";"3087";"26,98"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"2219";"5525";"40,16"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"2526";"9669";"26,12"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"1381";"7535";"18,33"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"1811";"13361";"13,55"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"1887";"8201";"23,01"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"1907";"14410";"13,23"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"1794";"5653";"31,74"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"961";"3212";"29,92"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"1875";"3534";"53,06"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"2323";"4630";"50,17"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"2020";"7658";"26,38"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"1127";"6277";"17,95"
