Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 13:35h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Prevenção do câncer na mulher
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DO COLO DE ÚTERO, SOLICITADO OU AVALIADO NOS ÚLTIMOS 36 MESES;MULHERES ENTRE 25 E 64 ANOS;TER REGISTRO DE PELO MENOS UMA DOSE DA VACINA HPV;CRIANÇAS E ADOLESCENTES DO SEXO FEMININO ENTRE 09 E 14 ANOS;TER REGISTRO DE ATENDIMENTOS PRESENCIAIS OU REMOTOS SOBRE ATENÇÃO À SAÚDE SEXUAL E REPRODUTIVA, REALIZADO NOS ÚLTIMOS 12 MESES;ADOLESCENTES DO SEXO FEMININO E MULHERES ENTRE 14 E 69 ANOS;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DE MAMA EM MULHERES DE 50 A 69 ANOS, SOLICITADO OU AVALIADO NOS ÚLTIMOS 24 MESES;MULHERES ENTRE 50 E 69 ANOS;PONTUAÇÃO
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441961";"ESF 18 - PARQUE DAS NACOES II";"eSF";"226";"762";"105";"130";"62";"1035";"122";"314";"39,70"
"2710838";"UBS ITAHUM ALTAIR RAMIRES DE SOUZA DONA NEGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441686";"ESF 201 - ITAHUM";"eSF";"72";"450";"66";"76";"84";"627";"20";"190";"35,40"
"2710897";"UBS VILA ROSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002277727";"EAP 103 - VILA ROSA";"eAP";"34";"845";"70";"98";"27";"1123";"8";"389";"23,30"
"5398800";"UBS CARISMA DR DIVINO ANTONIO LUIZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442100";"ESF 26 - CARISMA";"eSF";"84";"732";"122";"145";"55";"1020";"12";"266";"30,00"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442143";"ESF 38 - NOVO HORIZONTE";"eSF";"139";"973";"123";"168";"67";"1331";"25";"363";"27,80"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623052";"ESF 52 - BEM TE VI";"eSF";"112";"837";"83";"108";"28";"1154";"39";"351";"28,70"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623095";"ESF 53 - DA MATA";"eSF";"82";"877";"147";"179";"84";"1213";"10";"257";"29,40"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442062";"ESF 27 - GIRASSOL";"eSF";"124";"730";"153";"187";"73";"1054";"4";"223";"30,40"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524291";"ESF 21 - CABECEIRA ALEGRE";"eSF";"83";"689";"76";"106";"48";"956";"32";"273";"27,70"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001620266";"ESF 55 - GUAICURUS";"eSF";"25";"664";"83";"107";"52";"862";"14";"200";"27,30"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623117";"ESF 54 - ALTOS DO INDAIA";"eSF";"59";"783";"79";"111";"80";"1063";"35";"269";"27,80"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001638572";"EAP 104 - SELETA";"eAP";"17";"238";"20";"27";"7";"306";"5";"89";"25,40"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442208";"ESF 42 - CHACARA DOS CAIUAS";"eSF";"145";"1026";"105";"132";"85";"1425";"46";"459";"30,50"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441716";"ESF 30 - IZIDRO PEDROSO";"eSF";"138";"844";"88";"115";"35";"1106";"5";"377";"27,50"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441996";"ESF 13 - CACHOEIRINHA";"eSF";"65";"775";"83";"98";"25";"1026";"48";"375";"30,40"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442127";"ESF 35 - CABECEIRA ALEGRE";"eSF";"133";"830";"79";"111";"38";"1088";"19";"384";"26,60"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441953";"ESF 25 - LAVANDA";"eSF";"147";"1092";"153";"187";"88";"1472";"35";"447";"30,60"
"2710811";"UBS INDAPOLIS VEREADOR FREDERICO BERNARDO FRITZ HOLTERMANN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441678";"ESF 203 - INDAPOLIS";"eSF";"81";"568";"56";"68";"58";"752";"69";"296";"34,60"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442003";"ESF 12 - CACHOEIRINHA";"eSF";"124";"784";"107";"129";"44";"1050";"35";"317";"31,60"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442046";"ESF 20 - PARQUE NACOES I";"eSF";"41";"563";"73";"84";"70";"761";"73";"231";"36,70"
"2711079";"UBS JARDIM PIRATININGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441872";"ESF 24 - PIRATININGA";"eSF";"398";"863";"88";"127";"72";"1163";"81";"331";"36,80"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442054";"ESF 17 - IPE";"eSF";"183";"742";"125";"152";"76";"965";"7";"173";"32,80"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686208";"ESF 59 - IPE ROSA";"eSF";"78";"462";"91";"108";"63";"690";"23";"121";"35,20"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442097";"ESF 34 - DO LAGO";"eSF";"99";"1114";"141";"194";"87";"1465";"11";"356";"26,00"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441880";"ESF 37 - OURO VERDE";"eSF";"119";"658";"61";"92";"41";"897";"37";"320";"27,20"
"2711141";"UBS VILA HILDA DR ARCHIDUQUE FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442011";"ESF 28 - VILA HILDA";"eSF";"67";"680";"64";"86";"50";"931";"22";"367";"27,10"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623087";"ESF 57 - PARQUE DAS NACOES I";"eSF";"24";"687";"84";"110";"66";"945";"49";"267";"29,40"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524283";"ESF 41 - SELETA";"eSF";"53";"959";"87";"96";"36";"1286";"29";"487";"30,30"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002272342";"EAP 102 - SANTO ANDRE";"eAP";"12";"37";"4";"4";"7";"48";"2";"11";"44,50"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623125";"ESF 58 - CABECEIRA ALEGRE";"eSF";"175";"668";"90";"115";"62";"883";"8";"222";"31,50"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
