Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 13:59h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500830 / TRÊS LAGOAS

Filtro:
Indicador: Prevenção do câncer na mulher
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DO COLO DE ÚTERO, SOLICITADO OU AVALIADO NOS ÚLTIMOS 36 MESES;MULHERES ENTRE 25 E 64 ANOS;TER REGISTRO DE PELO MENOS UMA DOSE DA VACINA HPV;CRIANÇAS E ADOLESCENTES DO SEXO FEMININO ENTRE 09 E 14 ANOS;TER REGISTRO DE ATENDIMENTOS PRESENCIAIS OU REMOTOS SOBRE ATENÇÃO À SAÚDE SEXUAL E REPRODUTIVA, REALIZADO NOS ÚLTIMOS 12 MESES;ADOLESCENTES DO SEXO FEMININO E MULHERES ENTRE 14 E 69 ANOS;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DE MAMA EM MULHERES DE 50 A 69 ANOS, SOLICITADO OU AVALIADO NOS ÚLTIMOS 24 MESES;MULHERES ENTRE 50 E 69 ANOS;PONTUAÇÃO
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445134";"ESF SANTO ANDRE I";"eSF";"24";"736";"70";"80";"13";"979";"17";"388";"28,30"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001684434";"ESF NOVO OESTE II";"eSF";"97";"682";"124";"136";"12";"961";"0";"182";"30,60"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445231";"ESF JARDIM MARISTELA II";"eSF";"51";"794";"114";"128";"1";"1064";"10";"292";"28,70"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445010";"ESF EURIDICE CHAGAS CRUZ I";"eSF";"19";"841";"103";"112";"2";"1114";"38";"364";"30,30"
"2757087";"UNIDADE DE SAUDE DA FAMILIA JUPIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445053";"ESF RURAL JUPIA";"eSF";"30";"235";"35";"38";"2";"329";"18";"121";"33,40"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685465";"ESF JARDIM ATENAS II";"eSF";"45";"683";"94";"102";"9";"940";"10";"228";"30,10"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445096";"ESF PARANAPUNGA I";"eSF";"12";"696";"87";"96";"6";"932";"5";"244";"28,10"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445150";"USF VILA ALEGRE I";"eSF";"47";"936";"109";"118";"1";"1249";"4";"313";"29,00"
"2757168";"UNIDADE DE SAUDE DA FAMILIA VILA PILOTO ADRIANA CRISTINA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445193";"VILA PILOTO 2";"eSF";"25";"531";"76";"87";"10";"692";"10";"172";"28,70"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002302969";"ESF NOVA TRES LAGOAS 2";"eSF";"21";"1073";"115";"135";"11";"1443";"52";"443";"28,50"
"2757079";"UNIDADE DE SAUDE DA FAMILIA JOEL NEVES SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691422";"ESF JOEL NEVES II";"eSF";"22";"858";"121";"144";"2";"1145";"10";"340";"26,40"
"9390693";"UNIDADE DE SAUDE DA FAMILIA JARDIM ATENAS BISPO DOM MOREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001639587";"ESF JARDIM ATENAS I";"eSF";"81";"861";"135";"150";"7";"1206";"15";"285";"30,20"
"2757133";"UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002172224";"EAP VILA ALEGRE I";"eAP";"0";"0";"0";"0";"0";"0";"0";"0";"0,00"
"2757117";"UNIDADE DE SAUDE DA FAMILIA SANTA RITA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445118";"PSF SANTA RITA II";"eSF";"41";"837";"94";"99";"10";"1128";"9";"389";"30,30"
"9615946";"UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001655841";"ESF NOVO OESTE I";"eSF";"74";"355";"92";"99";"10";"522";"3";"85";"33,40"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691406";"ESF VILA HARO III";"eSF";"19";"745";"102";"113";"9";"994";"10";"253";"28,70"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452995";"ESF SANTO ANDRE III";"eSF";"38";"767";"84";"99";"7";"992";"11";"266";"27,50"
"6343864";"UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445258";"ESF JARDIM MARISTELA I";"eSF";"121";"925";"117";"126";"6";"1226";"21";"425";"31,60"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002308118";"ESF CHACARA ELDORADO II";"eSF";"27";"608";"112";"123";"0";"838";"2";"181";"28,40"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445169";"ESF VILA HARO I";"eSF";"12";"660";"95";"101";"14";"876";"4";"227";"29,50"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001691708";"ESF PARANAPUNGA III";"eSF";"45";"771";"81";"91";"12";"1029";"3";"315";"28,40"
"9543333";"UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445045";"ESF NOVA TRES LAGOAS I";"eSF";"37";"1239";"161";"197";"20";"1578";"72";"337";"29,80"
"2757109";"UNIDADE DE SAUDE DA FAMILIA PARANAPUNGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445088";"ESF PARANAPUNGA II";"eSF";"9";"610";"74";"82";"6";"816";"14";"243";"28,80"
"2757125";"UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445142";"ESF SANTO ANDRE II";"eSF";"28";"700";"68";"74";"8";"914";"17";"297";"29,80"
"3453766";"USF CHACARA ELDORADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002283093";"ESF CHACARA ELDORADO I";"eSF";"104";"754";"144";"157";"2";"1060";"2";"241";"30,60"
"2757141";"UNIDADE DE SAUDE DA FAMILIA VILA HARO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445185";"ESF VILA HARO II";"eSF";"24";"754";"94";"108";"11";"1038";"6";"317";"27,40"
"2757060";"UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001685597";"ESF INTERLAGOS III";"eSF";"42";"684";"96";"105";"3";"858";"13";"119";"30,90"
"2757052";"UNIDADE DE SAUDE DA FAMILIA EURIDICE CHAGAS CRUZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001629581";"ESF EURIDICE CHAGAS CRUZ II";"eSF";"82";"1187";"163";"174";"5";"1537";"8";"403";"30,00"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000445061";"ESF MIGUEL NUNES I";"eSF";"17";"634";"51";"59";"5";"866";"5";"364";"26,90"
"2757095";"UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES";"CENTRO DE SAUDE/UNIDADE BASICA";"0002374978";"ESF MIGUEL NUNES III";"eSF";"28";"818";"75";"94";"6";"1083";"14";"346";"25,60"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
