Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 13:32h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500320 / CORUMBÁ

Filtro:
Indicador: Prevenção do câncer na mulher
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DO COLO DE ÚTERO, SOLICITADO OU AVALIADO NOS ÚLTIMOS 36 MESES;MULHERES ENTRE 25 E 64 ANOS;TER REGISTRO DE PELO MENOS UMA DOSE DA VACINA HPV;CRIANÇAS E ADOLESCENTES DO SEXO FEMININO ENTRE 09 E 14 ANOS;TER REGISTRO DE ATENDIMENTOS PRESENCIAIS OU REMOTOS SOBRE ATENÇÃO À SAÚDE SEXUAL E REPRODUTIVA, REALIZADO NOS ÚLTIMOS 12 MESES;ADOLESCENTES DO SEXO FEMININO E MULHERES ENTRE 14 E 69 ANOS;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DE MAMA EM MULHERES DE 50 A 69 ANOS, SOLICITADO OU AVALIADO NOS ÚLTIMOS 24 MESES;MULHERES ENTRE 50 E 69 ANOS;PONTUAÇÃO
"2559498";"UNIDADE BASICA DE SAUDE GASTAO DE OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441198";"EQUIPE GASTAO DE OLIVEIRA II";"eSF";"23";"425";"53";"72";"20";"636";"11";"198";"25,20"
"2603470";"UNIDADE BASICA DE SAUDE RURAL TAQUARAL";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441252";"EQUIPE TAQUARAL";"eSF";"9";"301";"53";"72";"6";"412";"0";"128";"23,10"
"9191801";"UNIDADE BASICA DE SAUDE JARDIM DOS ESTADOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001547852";"EQUIPE JARDIM DOS ESTADOS";"eSF";"54";"532";"94";"129";"53";"754";"1";"157";"26,10"
"2558726";"UNIDADE BASICA DE SAUDE POPULAR VELHA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441171";"EQUIPE POPULAR VELHA";"eSF";"11";"419";"60";"69";"3";"584";"2";"179";"27,00"
"2376121";"UNIDADE BASICA DE SAUDE PADRE ERNESTO SASSIDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441090";"EQUIPE ERNESTO SASSIDA";"eSF";"42";"352";"31";"41";"3";"467";"12";"162";"26,80"
"2591405";"UNIDADE BASICA DE SAUDE DRA LUCIA MARIA PEREIRA DE CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002452758";"ESF SIMONE PONTES MAIA FLORES";"eSF";"29";"600";"107";"143";"12";"846";"5";"139";"24,50"
"6590209";"UNIDADE BASICA DE SAUDE DR PEDRO PAULO DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441317";"EQUIPE PEDRO PAULO DE BARROS I";"eSF";"58";"283";"16";"27";"8";"369";"18";"117";"25,70"
"7320108";"UNIDADE BASICA DE SAUDE DR PEDRO PAULO DE BARROS II";"CENTRO DE SAUDE/UNIDADE BASICA";"0001484516";"PEDRO PAULO II";"eSF";"54";"247";"16";"24";"13";"331";"13";"89";"28,50"
"0148636";"UNIDADE BASICA DE SAUDE DR BONIFACIO TIKAYOSHI TIAEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0002059045";"EQUIPE BONIFACIO TIAEN";"eSF";"8";"144";"11";"16";"10";"203";"1";"38";"23,70"
"2591405";"UNIDADE BASICA DE SAUDE DRA LUCIA MARIA PEREIRA DE CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441236";"EQ. LUCIA M. P. DE CARVALHO II";"eSF";"35";"636";"85";"124";"16";"871";"2";"191";"22,50"
"2376512";"UNIDADE BASICA DE SAUDE DR ENIO CUNHA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441139";"EQUIPE ENIO CUNHA";"eSF";"24";"539";"81";"110";"21";"767";"7";"233";"24,40"
"0456462";"UNIDADE BASICA DE SAUDE DR WALTER VICTORIO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441112";"EQUIPE WALTER VICTORIO";"eSF";"18";"451";"75";"96";"22";"633";"3";"158";"25,60"
"2536676";"UNIDADE BASICA DE SAUDE ROSIMEIRE DOS SANTOS AJALA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441155";"EQUIPE BEIRA RIO";"eSF";"63";"418";"47";"60";"4";"587";"2";"230";"26,90"
"2591553";"UNIDADE BASICA DE SAUDE RURAL MATO GRANDE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001547518";"EQUIPE ALBUQUERQUE";"eSF";"13";"167";"26";"32";"15";"235";"4";"64";"29,20"
"3043770";"UNIDADE BASICA DE SAUDE JOAO FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441279";"EQUIPE JOAO FERNANDES";"eSF";"13";"450";"59";"84";"6";"618";"0";"160";"22,00"
"2536684";"UNIDADE BASICA DE SAUDE NOVA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441163";"EQUIPE NOVA CORUMBA";"eSF";"16";"661";"66";"98";"42";"924";"6";"319";"22,50"
"2376105";"UNIDADE BASICA DE SAUDE BRENO DE MEDEIROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441082";"EQUIPE BRENO I";"eSF";"30";"447";"45";"63";"6";"625";"1";"192";"23,10"
"2676796";"UNIDADE BASICA DE SAUDE SAO BARTOLOMEU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441260";"EQUIPE SAO BARTOLOMEU";"eSF";"19";"446";"57";"81";"20";"616";"1";"158";"23,10"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
