Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 14 de outubro de 2025 - 15:58h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Procedimentos Odontológicos preventivos na APS
Competência selecionada: AGO/25
Tipo de Equipe: eSB

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO DE PROCEDIMENTOS PREVENTIVOS INDIVIDUAIS REALIZADOS;NÚMERO TOTAL DE PROCEDIMENTOS ODONTOLÓGICOS PREVENTIVOS REALIZADOS NA APS;PONTUAÇÃO
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001816276";"ESB 17 - IPE";"eSB";"575";"1699";"33,80"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002054094";"ESB - 56 SAUDE BUCAL";"eSB";"680";"1253";"54,30"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052164";"ESB - 16 SAUDE BUCAL";"eSB";"1484";"2482";"59,80"
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001909436";"ESB - 18 SAUDE BUCAL";"eSB";"58";"739";"7,80"
"2711052";"UBS CUIABAZINHO FREI HUGOLINO BECKER";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052121";"ESB - 15 SAUDE BUCAL";"eSB";"569";"1474";"38,60"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001980386";"ESB 62 - CARANDA";"eSB";"591";"1927";"30,70"
"3768074";"UBS VILA VIEIRA AUX ENF ELIS RENY DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001909576";"ESB - 33 SAUDE BUCAL";"eSB";"588";"1959";"30,00"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0002449919";"ESB 60- IPE AMARELO";"eSB";"1280";"2828";"45,30"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001909819";"ESB - 50 SAUDE BUCAL";"eSB";"858";"1985";"43,20"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052229";"ESB 34 - DO LAGO";"eSB";"1355";"2123";"63,80"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0002278723";"ESB 59 - IPE ROSA";"eSB";"813";"2124";"38,30"
"2710854";"UBS IV PLANO DR JULVIS ARRUDA MATOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001834878";"ESB - 45 SAUDE BUCAL";"eSB";"1248";"2237";"55,80"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052245";"ESB - 35 SAUDE BUCAL";"eSB";"319";"1170";"27,30"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052202";"ESB - 31 SAUDE BUCAL";"eSB";"925";"2446";"37,80"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002053950";"ESB - 42 SAUDE BUCAL";"eSB";"1062";"2317";"45,80"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002052105";"ESB - 13 SAUDE BUCAL";"eSB";"463";"1632";"28,40"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
