Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 14 de outubro de 2025 - 15:52h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Procedimentos Odontológicos preventivos na APS
Competência selecionada: AGO/25
Tipo de Equipe: eSB

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO DE PROCEDIMENTOS PREVENTIVOS INDIVIDUAIS REALIZADOS;NÚMERO TOTAL DE PROCEDIMENTOS ODONTOLÓGICOS PREVENTIVOS REALIZADOS NA APS;PONTUAÇÃO
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001911872";"EQUIPE ENIR BEZERRA - ESB";"eSB";"276";"836";"33,00"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744585";"EQUIPE PQ DOS GIRASSOIS - ESB";"eSB";"175";"1072";"16,30"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744216";"EQUIPE DOURADA - ESB";"eSB";"155";"333";"46,50"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747207";"EQUIPE AZUL - ESB";"eSB";"395";"1082";"36,50"
"0024449";"SESAU USF AERO RANCHO DR SEBASTIAO ELOY PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744615";"EQUIPE AROEIRA - ESB";"eSB";"616";"1102";"55,90"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001718878";"EQUIPE IPE AMARELO - ESB";"eSB";"661";"1124";"58,80"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755587";"EQUIPE ASPIRANTE - ESB";"eSB";"72";"194";"37,10"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756311";"EQUIPE ARARA AZUL - ESB";"eSB";"230";"657";"35,00"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729896";"EQUIPE ROSA - ESB";"eSB";"1208";"2726";"44,30"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750097";"EQUIPE SAO BENEDITO - ESB";"eSB";"350";"912";"38,40"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750372";"EQUIPE AMARELA - ESB";"eSB";"416";"1434";"29,00"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749668";"EQUIPE ORQUIDEA - ESB";"eSB";"646";"1171";"55,20"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744097";"EQUIPE TRES BARRAS - ESB";"eSB";"554";"1641";"33,80"
"0021652";"SESAU USF ROCHEDINHO DR ROGER BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747800";"EQUIPE FAZENDINHA - ESB";"eSB";"256";"377";"67,90"
"0010324";"SESAU USF ESTRELA DO SUL DR WILLIAN MACKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001725335";"EQUIPE LIRIO - ESB";"eSB";"351";"1966";"17,90"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001724002";"EQUIPE ROSA - ESB";"eSB";"932";"1347";"69,20"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744135";"EQUIPE LUA - ESB";"eSB";"449";"1039";"43,20"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744801";"EQUIPE GUNTER HANS - ESB";"eSB";"232";"1041";"22,30"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001740687";"EQUIPE SOL - ESB";"eSB";"531";"1503";"35,30"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743716";"EQUIPE FENIX - ESB";"eSB";"314";"1642";"19,10"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001747878";"EQUIPE VERMELHA - ESB";"eSB";"219";"1645";"13,30"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001749935";"EQUIPE GIRASSOL - ESB";"eSB";"353";"779";"45,30"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755390";"EQUIPE ROXA - ESB";"eSB";"1461";"2893";"50,50"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001745735";"EQUIPE AZUL - ESB";"eSB";"934";"2020";"46,20"
"0021660";"SESAU USF AGUAO MANOEL CORDEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756001";"EQUIPE LEAO - ESB";"eSB";"1028";"2132";"48,20"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756486";"EQUIPE ACACIA - ESB";"eSB";"28";"123";"22,80"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750488";"EQUIPE VERDE - ESB";"eSB";"782";"1110";"70,50"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755552";"EQUIPE JOAO DE BARRO - ESB";"eSB";"136";"326";"41,70"
"9013415";"SESAU USF JARDIM PARADISO PEDRO FELIX DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750089";"EQUIPE PARADISO - ESB";"eSB";"486";"1160";"41,90"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730479";"EQUIPE AREA LILAS - ESB";"eSB";"250";"724";"34,50"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728458";"EQUIPE FORCA E GRACA - ESB";"eSB";"239";"2423";"9,90"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756249";"EQUIPE IPE ROXO - ESB";"eSB";"494";"1094";"45,20"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001734679";"EQUIPE ROSA - ESB";"eSB";"446";"929";"48,00"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755838";"EQUIPE AZUL - ESB";"eSB";"526";"622";"84,60"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729705";"EQUIPE YPE ROSA - ESB";"eSB";"529";"918";"57,60"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001728857";"EQUIPE TAQUARI - ESB";"eSB";"312";"1117";"27,90"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744089";"EQUIPE ESTRELA ESB";"eSB";"871";"1664";"52,30"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743791";"EQUIPE VIDA NOVA - ESB";"eSB";"260";"1020";"25,50"
"5672368";"SESAU USF JARDIM SEMINARIO MESTRE JOSE ALBERTO VERONESE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001748688";"EQUIPE SEMINARIO - ESB";"eSB";"549";"1832";"30,00"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001729780";"EQUIPE SONIA REGINA - ESB";"eSB";"611";"1120";"54,60"
"0010286";"SESAU USF COHAB DR OLIMPIO CAVALHEIRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743554";"EQUIPE VERMELHA - ESB";"eSB";"551";"1852";"29,80"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001727362";"EQUIPE AZUL - ESB";"eSB";"980";"2160";"45,40"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001723715";"EQUIPE CARVALHO CENTRO - ESB";"eSB";"270";"643";"42,00"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744755";"EQUIPE EGITO - ESB";"eSB";"567";"2529";"22,40"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750518";"EQUIPE AZUL - ESB";"eSB";"261";"723";"36,10"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744879";"EQUIPE AGUIA - ESB";"eSB";"685";"1484";"46,20"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755285";"EQUIPE VERDE - ESB";"eSB";"945";"2019";"46,80"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001754750";"EQUIPE 0130 - ESB";"eSB";"543";"1350";"40,20"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0002164531";"EQUIPE CERRADO - ESB";"eSB";"301";"1343";"22,40"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001756257";"EQUIPE POR DO SOL - ESB";"eSB";"417";"1020";"40,90"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755129";"EQUIPE JOAO DE BARRO - ESB";"eSB";"1276";"2458";"51,90"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753347";"EQUIPE VERDE - ESB";"eSB";"463";"1894";"24,40"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001730703";"EQUIPE AMARELO - ESB";"eSB";"251";"910";"27,60"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001753509";"EQUIPE PARATI - ESB";"eSB";"258";"1062";"24,30"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744038";"EQUIPE IPE AMARELO - ESB";"eSB";"568";"2831";"20,10"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744313";"EQUIPE GIRASSOL - ESB";"eSB";"1098";"2096";"52,40"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743740";"EQUIPE GIRASSOL - ESB";"eSB";"770";"1677";"45,90"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744399";"EQUIPE POETA - ESB";"eSB";"1073";"1935";"55,50"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001743732";"EQUIPE AGUIA - ESB";"eSB";"900";"2037";"44,20"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744666";"EQUIPE CAMPINA VERDE - ESB";"eSB";"635";"1970";"32,20"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001755250";"EQUIPE MORENA - ESB";"eSB";"471";"1122";"42,00"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001750429";"EQUIPE AZUL - ESB";"eSB";"651";"1098";"59,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001744429";"EQUIPE JACQUES - ESB";"eSB";"770";"1376";"56,00"
