Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 09:21h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500370 / DOURADOS

Filtro:
Indicador: Cuidado da pessoa com Hipertensão
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441740";"ESF 51 - SANTO ANDRE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3768074";"UBS VILA VIEIRA AUX ENF ELIS RENY DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442089";"ESF 33 - VILA VIEIRA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441937";"ESF 23 - HORTELA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001624822";"ESF 56 - GUAICURUS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711052";"UBS CUIABAZINHO FREI HUGOLINO BECKER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441856";"ESF 15 - CUIABAZINHO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441732";"ESF 32 - IZIDRO PEDROSO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686232";"ESF 61 - IPE BRANCO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710889";"UBS CSU DR LEON TOLSTOI RODRIGUES DE LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441775";"ESF 48 - CSU";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441899";"ESF 36 - OURO VERDE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710854";"UBS IV PLANO DR JULVIS ARRUDA MATOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441694";"ESF 45 - 4º PLANO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"6943551";"UBS CAMPO DOURADO ACS MARTA SIQUEIRA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442224";"ESF 44 - CAMPO DOURADO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686224";"ESF 60 - IPE AMARELO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442070";"ESF 29 - BEM-TE-VI";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710986";"UBS PANAMBI E SAO PEDRO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441805";"ESF 202 PANAMBI/VILA SAO PEDRO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441724";"ESF 31 - IZIDRO PEDROSO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711044";"UBS VILA VARGAS ANTONIA MARQUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441848";"ESF 204 - VILA VARGAS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"6822924";"UBS VILA INDIO ENF JACI SILVA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442216";"ESF 43 - VILA INDIO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441767";"ESF 49 - SANTO ANDRE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442135";"ESF 16 - NOVO HORIZONTE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001713728";"ESF 63 - DAS PEDRAS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711125";"UBS PARQUE DAS NACOES II DR LUIZ ANTONIO ALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441961";"ESF 18 - PARQUE DAS NACOES II";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710838";"UBS ITAHUM ALTAIR RAMIRES DE SOUZA DONA NEGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441686";"ESF 201 - ITAHUM";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710897";"UBS VILA ROSA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002277727";"EAP 103 - VILA ROSA";"eAP";"0";"0";"0";"0";"0";"0";"0,00"
"5398800";"UBS CARISMA DR DIVINO ANTONIO LUIZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442100";"ESF 26 - CARISMA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"5592615";"UBS NOVO HORIZONTE DR JOAQUIM LOURENCO FILHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442143";"ESF 38 - NOVO HORIZONTE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3489159";"UBS BEM TE VI VEREADOR AMERICO MONTEIRO SALGADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623052";"ESF 52 - BEM TE VI";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623095";"ESF 53 - DA MATA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442062";"ESF 27 - GIRASSOL";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524291";"ESF 21 - CABECEIRA ALEGRE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"7489102";"UBS GUAICURUS ERISVALDO MENDONCA DOS SANTOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001620266";"ESF 55 - GUAICURUS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"5592593";"UBS ALTOS DO INDAIA DRA HELENA YOSHIE MORIBE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623117";"ESF 54 - ALTOS DO INDAIA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001638572";"EAP 104 - SELETA";"eAP";"0";"0";"0";"0";"0";"0";"0,00"
"6803628";"UBS CHACARA DOS CAIUAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442208";"ESF 42 - CHACARA DOS CAIUAS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710862";"UBS IZIDRO PEDROSO DR MOACIR STEIN ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441716";"ESF 30 - IZIDRO PEDROSO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441996";"ESF 13 - CACHOEIRINHA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442127";"ESF 35 - CABECEIRA ALEGRE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711117";"UBS MARACANA MOTOHIDE HIRAISHI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441953";"ESF 25 - LAVANDA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710811";"UBS INDAPOLIS VEREADOR FREDERICO BERNARDO FRITZ HOLTERMANN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441678";"ESF 203 - INDAPOLIS";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711133";"UBS CACHOEIRINHA RAMAO VIEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442003";"ESF 12 - CACHOEIRINHA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442046";"ESF 20 - PARQUE NACOES I";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711079";"UBS JARDIM PIRATININGA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441872";"ESF 24 - PIRATININGA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3239837";"UBS JOQUEI CLUBE ANTONIO DA COSTA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442054";"ESF 17 - IPE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"9837663";"UBS ILDEFONSO PEDROSO DR LUIZ CARLOS SIEBERT";"CENTRO DE SAUDE/UNIDADE BASICA";"0001686208";"ESF 59 - IPE ROSA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"3977927";"UBS PARQUE DO LAGO II DR NELSON RODOLFO KOZOROSKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442097";"ESF 34 - DO LAGO";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711095";"UBS OURO VERDE TAKEO TAKIMOTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000441880";"ESF 37 - OURO VERDE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711141";"UBS VILA HILDA DR ARCHIDUQUE FERNANDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000442011";"ESF 28 - VILA HILDA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711168";"UBS PARQUE DAS NACOES I OTAVIA VITORINO SERRANTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623087";"ESF 57 - PARQUE DAS NACOES I";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2711109";"UBS SELETA BIANOR ALVES DA SILVA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001524283";"ESF 41 - SELETA";"eSF";"0";"0";"0";"0";"0";"0";"0,00"
"2710870";"UBS SANTO ANDRE MARLUCIA ARAUJO LUPINETTI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002272342";"EAP 102 - SANTO ANDRE";"eAP";"0";"0";"0";"0";"0";"0";"0,00"
"5592607";"UBS CABECEIRA ALEGRE LEVY SCHAUSTZ";"CENTRO DE SAUDE/UNIDADE BASICA";"0001623125";"ESF 58 - CABECEIRA ALEGRE";"eSF";"0";"0";"0";"0";"0";"0";"0,00"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
